,Human Longitude,Human Latitude,Human Acres Burned
3875,-123.52182,42.24071,0.01
8219,-123.52167,44.14028,0.25
1872,-123.52157,42.50034,1.0
13664,-123.52156,42.19799,0.25
13722,-123.52152,42.14212,0.25
1734,-123.52127,42.27714,0.01
14755,-123.52111,45.89123,0.01
10666,-123.52083,43.64833,25.0
10844,-123.52056,42.73222,0.25
10833,-123.52056,42.7325,0.25
2071,-123.52045,42.44917,0.01
12208,-123.52028,43.22861,0.01
8319,-123.52,44.73833,0.02
8672,-123.52,46.235,0.1
2115,-123.51989,45.59312,0.01
15859,-123.51975,42.09672,0.1
7515,-123.51972,42.58528,0.01
10193,-123.51972,42.74444,0.01
15550,-123.51967,42.51003,0.01
4019,-123.51966,42.22316,0.25
7415,-123.51944,44.55611,34.0
13632,-123.51922,42.09252,0.3
3372,-123.51889,42.92208,0.01
12852,-123.51889,44.07306,0.1
16219,-123.51875,42.1702,0.75
4729,-123.51867,44.59283,0.5
7004,-123.51861,44.07278,0.1
8331,-123.51861,44.1925,0.2
8753,-123.51861,42.43806,0.01
14054,-123.51853,42.60208,2.0
4544,-123.51833,42.674,0.75
16080,-123.51832,42.55866,0.01
13489,-123.51778,44.06861,2.6
12987,-123.51777,46.19495,0.01
15526,-123.51774,44.19794,5.5
12347,-123.51746,42.1621,0.01
1574,-123.51746,45.0157,0.01
9289,-123.51722,42.22083,0.1
6660,-123.51722,42.16139,0.1
14735,-123.51712,42.50493,0.01
593,-123.51691,45.09223,0.5
10699,-123.51667,45.09278,0.1
9696,-123.51667,42.58806,154.0
6936,-123.51667,45.05,0.8
12359,-123.51655,42.21728,0.01
12640,-123.51642,42.58777,0.01
7290,-123.51639,43.2275,0.5
6685,-123.51639,44.43333,1.5
11437,-123.51639,43.11361,0.25
1906,-123.51622,42.27365,0.01
7086,-123.51611,45.03083,0.8
10851,-123.51611,42.9475,0.01
834,-123.51609,44.08111,0.01
2459,-123.51603,42.336,47.0
1471,-123.51598,42.36154,0.01
11844,-123.51583,43.11222,0.01
10766,-123.51583,43.11139,0.01
16584,-123.51554,44.1944,0.25
3451,-123.51551,43.11534,0.1
5099,-123.5155,44.07033,0.5
6045,-123.51528,42.6575,3.1
10765,-123.51528,42.33917,0.1
7701,-123.51528,45.2825,0.01
1813,-123.51525,45.20901,0.01
15432,-123.515,45.23194,0.1
10592,-123.51472,42.65472,5.0
8385,-123.51472,43.115,0.1
13148,-123.51472,42.66306,19.3
8958,-123.51444,42.85611,0.1
6755,-123.51444,43.96444,2.75
16068,-123.51422,43.21758,0.25
9071,-123.51417,42.43167,0.1
6661,-123.51417,42.16778,0.01
2527,-123.514,46.1903,3.0
9424,-123.51389,42.35306,0.1
7212,-123.51389,44.13083,0.03
6402,-123.51389,44.21611,5.0
1797,-123.51387,44.62077,0.01
12879,-123.51372,42.16516,0.1
3892,-123.51366,43.01064,0.01
13526,-123.51363,42.65933,0.01
9903,-123.51361,43.24889,0.1
2579,-123.51353,43.37228,0.25
13716,-123.51342,43.17488,5.0
3527,-123.51337,43.26696,0.1
4061,-123.51333,42.54383,0.1
10745,-123.51333,42.09361,0.5
10099,-123.51306,42.33806,0.01
5739,-123.51306,42.6375,0.25
10098,-123.51278,42.33639,2.0
10100,-123.51278,42.33806,0.01
12276,-123.5125,44.22417,0.1
1069,-123.51234,45.2465,0.05
12775,-123.51222,43.16278,0.25
1645,-123.51182,42.43132,0.75
15476,-123.51173,42.1647,0.01
4263,-123.51166,43.49833,0.01
1328,-123.51152,43.16189,39.8
2475,-123.51149,44.77484,376.0
12332,-123.51149,42.33038,0.1
7169,-123.51139,42.515,3.0
1171,-123.51122,42.46029,0.01
10101,-123.51111,42.33944,3.0
6408,-123.51111,44.09917,40.0
9168,-123.51111,42.54806,0.01
16536,-123.51052,42.24862,0.75
4843,-123.5105,44.83283,0.01
14810,-123.51045,42.6553,1.0
4959,-123.51033,44.07283,0.01
16097,-123.51032,42.42943,0.01
14089,-123.51028,43.13389,18.11
2159,-123.51022,44.20601,0.1
8772,-123.51,45.19056,0.01
9192,-123.51,44.46167,0.01
14132,-123.50985,42.33515,0.01
13068,-123.50977,42.49927,0.1
7680,-123.50972,42.43333,0.25
10852,-123.50972,42.94667,0.01
14605,-123.50951,46.17068,0.01
4684,-123.5095,42.35383,0.5
6651,-123.50944,44.21639,0.1
6405,-123.50944,44.145,35.0
10985,-123.50917,43.16444,0.01
15372,-123.50908,45.59611,0.08
8169,-123.50889,45.89639,0.02
3893,-123.50869,43.18011,1.0
2584,-123.50851,44.7841,6.0
16617,-123.50843,42.26339,0.01
5256,-123.50833,45.18167,0.1
3991,-123.50833,44.8355,0.01
11380,-123.50806,43.34361,2.0
11878,-123.50748,42.47593,0.01
13777,-123.50748,42.30507,0.5
8970,-123.50722,42.87611,0.1
6066,-123.50722,42.36028,0.01
2536,-123.50701,42.15693,1.0
12626,-123.50686,45.10769,0.1
619,-123.50679,43.52102,0.5
13334,-123.50639,43.58306,0.01
4059,-123.50633,43.08783,0.01
4123,-123.50616,45.04816,4.05
11478,-123.50611,42.47556,0.01
13621,-123.50611,43.65694,0.02
9801,-123.50583,42.38972,0.01
8774,-123.50556,43.14194,1.0
13962,-123.50547,43.15412,3.0
7735,-123.50528,42.26528,0.1
5410,-123.505,42.99017,0.25
16644,-123.50488,45.93395,0.01
9807,-123.50472,42.54278,0.1
14955,-123.50463,43.66275,11.0
16077,-123.50456,42.54304,0.25
7553,-123.50444,45.17361,0.03
6909,-123.50444,42.36889,0.01
8855,-123.50444,43.805,0.0
15737,-123.50442,42.44023,0.1
2172,-123.50389,44.59907,0.01
9061,-123.50361,45.20333,0.01
11880,-123.50361,42.47528,0.01
6493,-123.50361,42.54194,0.01
2662,-123.50355,43.32863,0.5
2328,-123.50353,43.05127,15.36
4939,-123.5035,43.65,2.0
13965,-123.5032,43.26159,0.5
11282,-123.50306,44.60083,0.01
5648,-123.50278,42.43056,0.25
10662,-123.50278,42.45917,0.01
4107,-123.50266,43.20966,0.0
14604,-123.5025,42.27117,0.01
4247,-123.50233,43.07016,0.0
15875,-123.50213,42.27112,0.01
6173,-123.50186,45.59753,0.01
14989,-123.50185,43.78919,0.01
1529,-123.50182,42.17068,0.1
3418,-123.5018,42.4274,0.01
1764,-123.5018,42.54005,0.1
5080,-123.50167,43.65517,0.01
4646,-123.50167,42.538,0.1
11288,-123.50167,45.90694,0.1
1362,-123.50166,42.44211,0.01
14844,-123.50159,42.46448,0.01
1317,-123.5014,42.45645,0.5
7199,-123.50139,43.95278,50.0
6211,-123.50139,42.485,0.01
11609,-123.50139,42.785,0.25
15821,-123.5012,42.143,1.0
13121,-123.50064,44.92422,3.0
12240,-123.50056,42.43778,0.01
9914,-123.50056,45.59806,0.08
9307,-123.50056,43.1425,0.01
8513,-123.50056,43.32861,0.01
14182,-123.50044,43.1103,0.33
15437,-123.50041,42.48447,0.01
14584,-123.50033,43.00085,0.1
9230,-123.50028,43.16556,0.1
12421,-123.50022,42.60553,0.1
4961,-123.50017,44.20983,0.03
2148,-123.50011,44.18913,0.01
14455,-123.50007,42.42914,0.01
16578,-123.50001,42.53353,0.01
8915,-123.49972,42.94472,1.0
14578,-123.49968,42.37593,0.1
12889,-123.49967,42.51703,0.01
1200,-123.49966,44.47131,0.01
15596,-123.49964,42.48488,0.1
10391,-123.49944,42.4425,0.01
6816,-123.49944,44.07333,0.25
2139,-123.49905,44.21699,0.01
16581,-123.49901,43.093,0.5
15565,-123.499,43.049,0.01
16472,-123.499,42.2033,0.01
9037,-123.49889,43.05139,0.01
3481,-123.49885,46.17573,0.01
16635,-123.4988,42.44781,0.01
14846,-123.49878,42.48487,0.01
472,-123.49874,43.98959,0.25
10328,-123.49861,42.37611,0.1
911,-123.49854,43.23776,0.75
6392,-123.49806,44.165,0.01
11208,-123.49778,42.16694,0.1
11053,-123.49778,43.16194,0.25
16443,-123.49775,42.60603,0.01
13291,-123.49773,42.5145,0.01
1009,-123.49773,44.84595,0.1
16436,-123.49761,43.2427,0.21
14248,-123.49758,42.37877,0.1
9899,-123.4975,46.17889,0.01
6664,-123.4975,44.23972,1.6
9120,-123.4975,42.45639,0.1
14834,-123.49738,42.41367,0.26
12441,-123.49667,43.0075,0.01
7661,-123.49639,43.24861,0.01
11506,-123.49611,45.00833,0.01
7449,-123.49611,45.92389,0.01
16255,-123.49599,42.43141,0.01
17089,-123.49572,45.05658,0.01
6017,-123.49556,43.165,0.01
14559,-123.4954,43.92281,0.0
14967,-123.49525,42.13377,0.01
14855,-123.4952,42.13382,0.01
8091,-123.495,44.345,0.01
9373,-123.495,45.18,0.31
14894,-123.49495,43.05299,0.1
12118,-123.49479,46.1545,0.01
6031,-123.49472,44.24333,0.01
4547,-123.4945,44.2395,0.01
2125,-123.49386,43.66514,0.5
862,-123.49378,44.66378,2.0
3379,-123.49339,43.19085,1.0
9893,-123.49333,42.99194,0.5
4474,-123.49316,43.28183,0.03
11372,-123.49306,45.20806,215.0
9409,-123.49306,44.17611,1.5
12751,-123.49283,42.54718,0.02
12035,-123.49278,44.15611,0.02
16826,-123.49278,44.60778,17.8
336,-123.4927,42.97692,0.3
16510,-123.4925,43.67917,0.25
8138,-123.4925,42.16806,0.1
15124,-123.49239,45.07982,0.4
3848,-123.49223,42.38356,0.01
9202,-123.49222,45.05444,0.2
4632,-123.49217,45.80783,0.01
17077,-123.49213,42.58087,0.75
2439,-123.49206,42.37994,0.25
16442,-123.49203,44.39956,0.1
1978,-123.49199,45.00875,2.0
9643,-123.49194,42.42889,0.01
11730,-123.49167,42.49806,0.1
10023,-123.49111,44.16083,0.1
17048,-123.49111,43.67528,19.6
1625,-123.4911,43.11857,0.25
13931,-123.49062,42.13963,77.0
7757,-123.49056,42.45944,0.1
515,-123.49051,44.30782,0.01
15269,-123.49028,43.05,2.0
8912,-123.49028,42.92611,0.25
3491,-123.49021,44.15609,0.02
2512,-123.49019,44.84796,0.01
16899,-123.49017,44.1495,0.1
6891,-123.49,42.92611,0.01
13348,-123.48984,46.17165,0.31
4208,-123.48983,43.27466,0.75
12281,-123.48972,43.16694,0.01
14300,-123.4897,42.47713,0.1
10373,-123.48944,42.49667,0.01
16353,-123.48943,45.96788,0.79
3795,-123.48942,45.02165,0.07
14299,-123.4893,42.49435,0.1
13665,-123.4892,42.27302,0.1
4102,-123.48916,42.3735,0.01
13827,-123.48912,42.16603,0.1
13490,-123.48892,43.19758,0.01
7406,-123.48889,42.46083,0.3
13972,-123.48878,44.37014,0.19
4785,-123.48867,42.385,0.01
2335,-123.48862,43.1946,0.25
13919,-123.48848,42.50717,0.76
1522,-123.48847,44.71831,7.0
15008,-123.48833,43.35028,0.01
17189,-123.48831,46.11746,0.1
12370,-123.48822,42.79461,57.0
14063,-123.48818,42.45457,0.1
13557,-123.48808,42.42683,0.01
12403,-123.48806,42.92028,0.01
8407,-123.48806,45.12472,0.01
1481,-123.4876,42.03697,0.75
11138,-123.4875,43.19806,0.01
2877,-123.48732,44.85733,0.01
1036,-123.4873,42.54407,0.25
7354,-123.48722,42.47056,0.01
4833,-123.48717,42.4195,0.01
3686,-123.48705,42.52612,0.01
821,-123.48701,42.33969,4.0
10588,-123.48694,43.09861,0.1
11807,-123.48694,43.19444,0.01
14777,-123.4869,42.38266,0.5
4357,-123.48683,46.192,0.25
1210,-123.48683,42.49701,0.1
13700,-123.48667,42.46684,0.01
3604,-123.48657,45.29336,0.75
3431,-123.48656,42.45323,0.25
13293,-123.48652,45.55793,0.5
4368,-123.4865,45.25616,0.12
8941,-123.48611,43.05111,0.01
9995,-123.48611,44.18,0.1
8005,-123.48583,42.43306,0.01
12366,-123.48583,42.80278,0.25
7640,-123.48583,44.115,0.01
9511,-123.48556,45.00806,19.0
9945,-123.48556,43.29472,2.0
8427,-123.48528,42.38639,0.01
6253,-123.48528,42.49528,0.1
14837,-123.4851,42.91452,0.1
16910,-123.485,43.88767,0.02
10379,-123.485,42.74028,0.1
7248,-123.485,42.27111,0.01
12401,-123.48496,44.11443,4.04
15834,-123.48491,42.27116,0.1
13236,-123.48472,42.40472,0.01
7113,-123.48472,42.83472,17.5
5155,-123.48467,43.1725,0.01
15679,-123.48438,42.13598,0.16
12637,-123.48433,42.45497,0.01
10472,-123.48417,43.14778,0.1
12902,-123.48417,43.24611,0.01
2907,-123.484,44.57684,0.75
6706,-123.48361,44.13556,0.01
11550,-123.48361,42.43056,0.1
11207,-123.48361,43.18278,0.1
5614,-123.48333,44.74389,0.2
10774,-123.48333,43.00667,0.15
6386,-123.48333,46.16444,0.1
12015,-123.48333,43.19528,0.01
15759,-123.48306,43.0475,0.1
9991,-123.48306,42.39722,0.1
14478,-123.483,42.462,0.01
16152,-123.48295,43.18291,0.01
10932,-123.48278,45.00194,0.05
11980,-123.48278,42.99222,4.5
14682,-123.48277,42.33477,6.5
16892,-123.48267,42.8345,7.75
2637,-123.48261,42.46029,0.1
12663,-123.4825,43.48306,0.01
2571,-123.48228,42.50042,2.0
6488,-123.48222,42.1125,60.0
11378,-123.48222,43.48278,0.01
1755,-123.48214,42.5292,0.01
2713,-123.48204,42.4348,0.1
14797,-123.48198,42.33365,0.1
11106,-123.48194,45.12583,0.38
1076,-123.48175,43.09996,0.01
13975,-123.48167,44.14556,0.1
10568,-123.48139,43.15833,0.01
14591,-123.48133,42.3807,0.01
13263,-123.48127,42.3628,0.25
14836,-123.48094,42.60737,0.01
11495,-123.48083,42.49639,0.01
16375,-123.48062,44.09283,0.37
11144,-123.48028,43.77472,0.01
13903,-123.48017,42.46163,1.01
5988,-123.48003,46.15603,0.01
4657,-123.48,44.09517,0.1
16623,-123.48,44.71083,1.0
5624,-123.47972,42.40083,0.5
6613,-123.47972,42.41889,0.01
14845,-123.47971,42.40849,0.01
11588,-123.47944,45.15167,1.7
14766,-123.47936,43.05062,0.01
10416,-123.47917,43.29222,0.1
6080,-123.47917,43.68333,0.01
12428,-123.47906,42.34597,0.01
11383,-123.47889,43.18917,0.3
10908,-123.47889,42.34611,0.06
12335,-123.47888,42.34594,0.01
13130,-123.47881,45.51146,75.0
3047,-123.47877,46.16851,0.05
14792,-123.4787,42.33573,0.1
11021,-123.47861,42.34583,1.2
10236,-123.47861,42.52722,1.0
11139,-123.47833,43.18667,0.01
6902,-123.47833,45.04472,1.7
3599,-123.47831,46.11788,0.01
14694,-123.4783,42.33558,0.1
880,-123.47828,43.20527,0.1
15383,-123.47817,44.4745,0.01
15551,-123.47806,43.19417,1.0
15828,-123.47806,43.04,0.24
5501,-123.478,44.14067,0.01
14795,-123.478,42.347,0.01
9051,-123.47778,42.43583,0.01
59,-123.47764,42.413,0.01
3842,-123.47757,42.65346,0.1
1672,-123.47757,42.65346,2.0
2587,-123.47754,42.43126,0.25
15194,-123.47747,42.39217,0.04
372,-123.4774,43.00444,1.0
731,-123.47733,42.43855,0.5
15366,-123.47722,43.14861,0.25
1790,-123.4772,42.38385,0.25
1668,-123.47718,42.42403,0.01
2051,-123.47702,42.38023,2.0
10616,-123.47694,45.04,2.0
1812,-123.4768,42.34718,0.01
14712,-123.47679,42.34758,0.01
3882,-123.47671,42.47863,0.01
4634,-123.47667,45.53333,1.0
14776,-123.47661,42.34761,0.1
14787,-123.47651,42.74026,0.25
16562,-123.47639,43.05056,0.01
15805,-123.47639,44.15856,0.33
8120,-123.47639,43.18722,0.5
12412,-123.47639,43.48833,0.01
12419,-123.47633,42.34792,0.25
14793,-123.47617,42.33205,0.1
9127,-123.47611,42.47528,0.1
15563,-123.47602,43.014,0.01
15896,-123.47601,44.17507,0.01
6387,-123.47583,46.16333,0.05
11307,-123.47583,42.4925,0.01
11012,-123.47583,42.59278,0.01
6601,-123.47583,42.42694,0.01
14577,-123.47563,43.24598,0.01
15704,-123.47556,43.04222,0.1
14796,-123.47549,42.33192,0.01
15655,-123.47537,42.09842,33.0
4797,-123.47533,45.189,0.2
5063,-123.47533,45.189,0.1
5542,-123.47517,43.44,0.01
15569,-123.47512,43.01983,0.01
1738,-123.4751,44.02443,0.01
13637,-123.47505,42.52355,0.01
14364,-123.47503,42.55145,0.2
15770,-123.475,43.01333,0.1
11192,-123.47486,45.74361,2.7
11482,-123.47472,43.34167,0.1
5143,-123.47467,43.89517,0.25
12954,-123.47462,42.66237,0.01
5486,-123.4745,45.4215,7.2
15629,-123.47447,42.60488,0.54
15560,-123.47432,43.03381,0.01
10251,-123.47417,42.52306,0.35
16540,-123.47417,42.74222,4.8
16521,-123.47417,42.65453,0.1
4780,-123.47417,42.65433,0.01
2295,-123.47351,43.20902,0.25
5368,-123.4735,45.14167,0.2
17187,-123.4735,42.953,0.1
1951,-123.47339,43.1908,0.5
613,-123.4732,42.66445,0.01
13322,-123.47306,42.74194,0.1
15359,-123.47303,42.56875,0.1
16545,-123.47284,42.65317,0.1
4950,-123.47283,42.51983,0.01
2482,-123.47282,42.17816,2.0
14673,-123.47282,42.50441,0.25
4529,-123.47266,42.342,0.01
9739,-123.4725,42.57111,0.4
14964,-123.47243,44.06953,0.22
3735,-123.47242,42.4751,0.01
14752,-123.47233,42.3481,0.01
144,-123.4723,42.42416,0.1
2552,-123.47222,44.84612,0.01
10244,-123.47222,42.38472,0.01
1238,-123.47217,42.486,0.01
1342,-123.47214,42.38036,0.1
581,-123.47212,42.42054,0.01
16406,-123.47208,42.65513,0.01
3731,-123.472,42.48238,2.0
13932,-123.47194,43.37667,0.25
4311,-123.47183,42.4235,0.01
167,-123.47182,42.47876,0.1
7062,-123.47167,42.84444,0.1
12278,-123.47167,44.24528,2.67
394,-123.47159,45.18203,0.01
11157,-123.47139,43.15083,0.1
6249,-123.47122,43.66719,0.01
14660,-123.47118,42.38394,0.1
12948,-123.47114,42.6517,0.25
13487,-123.47113,42.65783,0.8
12299,-123.47111,42.35278,0.5
5490,-123.471,42.15467,0.01
15748,-123.47096,42.47489,0.5
15686,-123.47088,42.58776,0.2
7912,-123.47083,42.44361,0.01
8036,-123.47083,46.12917,0.01
12496,-123.47083,43.25361,0.25
4268,-123.47066,44.23433,0.5
6516,-123.47056,42.38333,2.0
8290,-123.47056,45.09778,0.5
11365,-123.47056,43.185,0.1
15757,-123.47047,42.6501,0.5
14905,-123.47043,42.35023,0.01
14943,-123.47037,42.57058,0.01
1403,-123.4703,44.02398,0.0
5482,-123.47017,43.187,0.01
14298,-123.47005,42.34287,0.01
6719,-123.47,43.14806,1.5
8143,-123.47,43.14778,0.5
6577,-123.47,42.51972,0.01
643,-123.46991,44.19944,0.1
2492,-123.46978,44.12346,0.25
10476,-123.46972,43.14806,0.01
15718,-123.4695,44.19067,0.1
16431,-123.46937,42.51788,0.1
10030,-123.46917,42.38306,0.25
7738,-123.46917,43.23139,0.5
12171,-123.46914,42.56629,1.5
14986,-123.46909,46.18852,0.75
15724,-123.46903,44.19153,0.0
13143,-123.46895,42.35065,0.01
6318,-123.46889,45.02361,1.0
11954,-123.46888,42.35081,0.01
12647,-123.46886,42.35028,0.1
1537,-123.46881,43.19817,2.5
5540,-123.4685,43.45733,0.25
5042,-123.46833,43.187,8.0
16764,-123.46833,44.67328,0.01
10268,-123.46833,42.48333,0.01
1375,-123.46826,43.26392,0.25
12459,-123.46821,42.65045,0.01
9319,-123.46778,42.35056,0.01
11180,-123.46778,42.35056,0.01
15104,-123.46774,42.38335,0.01
14055,-123.46773,45.16091,1.67
14655,-123.46772,42.56683,0.01
12363,-123.46756,42.35103,0.01
10102,-123.4675,42.35056,0.01
7961,-123.4675,42.38389,0.01
15764,-123.4675,43.05167,1.5
15617,-123.4675,42.66863,0.01
1350,-123.46743,42.3914,2.0
894,-123.46743,42.51886,4.0
2666,-123.46738,42.43519,0.01
16459,-123.46726,42.33179,0.47
10836,-123.46722,42.56472,0.5
3899,-123.46722,42.35106,0.01
3416,-123.46716,44.68212,1.0
397,-123.46697,44.94807,1.5
2176,-123.46693,42.47889,0.01
6890,-123.46667,42.91667,0.01
10937,-123.46667,44.8,0.01
8001,-123.46667,45.26667,0.01
4312,-123.46666,44.6,0.01
15774,-123.46657,42.35063,0.1
13089,-123.4665,42.66985,0.01
13030,-123.46642,42.35068,0.01
16687,-123.46633,42.33035,29.81
17118,-123.46603,42.56505,0.01
15850,-123.46587,42.5243,0.1
13854,-123.46583,44.18944,0.25
8865,-123.46583,43.03556,0.01
11182,-123.46583,43.17056,1.0
13335,-123.46583,45.16972,8.5
8953,-123.46556,42.90361,0.01
9380,-123.46556,42.38556,0.01
14539,-123.46545,42.44447,0.01
10421,-123.46528,43.15083,0.25
16931,-123.46482,42.41733,0.03
8961,-123.46472,42.91528,0.01
8963,-123.46472,42.70278,0.01
9534,-123.46444,42.58861,0.1
8965,-123.46444,42.86944,0.01
5587,-123.46417,43.43056,0.1
11160,-123.46417,42.65417,0.01
8979,-123.46417,42.91417,0.01
13809,-123.46416,43.14834,0.25
6137,-123.46397,43.66425,1.0
1570,-123.46397,42.96912,0.1
13316,-123.46392,42.49932,0.01
12070,-123.46389,42.91444,0.1
12789,-123.46377,42.45691,0.22
12682,-123.46362,42.47035,0.01
11659,-123.46361,43.57167,13.0
5438,-123.46361,43.29611,2.01
15554,-123.46347,44.07158,0.01
10459,-123.46333,43.14833,0.01
10911,-123.46333,42.38,0.01
4813,-123.46333,42.43717,0.01
6098,-123.46311,43.26889,0.25
15357,-123.463,43.14183,0.25
516,-123.46292,42.44573,0.01
73,-123.4628,42.41289,0.1
6473,-123.46278,42.54083,1.0
11309,-123.46278,43.15417,0.01
15329,-123.46271,44.03405,0.02
1713,-123.46263,42.351,1.0
3736,-123.46255,42.38017,0.01
10475,-123.4625,43.15056,0.1
679,-123.46246,42.42029,8.0
12423,-123.46242,42.47031,0.1
55,-123.46241,42.52578,0.25
16994,-123.46208,44.86233,0.01
4983,-123.462,44.093,0.02
9754,-123.46194,42.445,0.01
8550,-123.46194,45.24361,0.01
14686,-123.46189,42.67633,2.17
11808,-123.46176,45.00476,0.22
12150,-123.46167,44.12278,0.1
9648,-123.46167,42.39611,0.25
8962,-123.46139,42.91472,0.01
2086,-123.46127,45.15595,0.01
11253,-123.46114,44.67097,0.01
10709,-123.46083,46.16972,0.25
964,-123.46062,43.06095,0.01
11345,-123.46056,44.12528,0.01
12630,-123.46048,42.39527,0.01
16877,-123.46037,45.13623,1.0
16854,-123.46033,43.1055,0.01
13475,-123.46033,42.42385,7.9
7063,-123.46028,42.89778,0.1
4230,-123.46016,44.04883,0.01
2230,-123.45972,44.09844,0.02
7879,-123.45944,42.91972,0.01
13885,-123.45939,45.15214,2.0
2654,-123.45936,44.0912,0.1
2856,-123.45936,44.0912,0.01
352,-123.45929,45.46462,0.02
15542,-123.45928,42.64717,0.1
16799,-123.45911,46.0874,1.25
16354,-123.459,43.189,0.01
15302,-123.45889,43.10417,2.0
5876,-123.45889,43.91222,0.25
14520,-123.4588,43.23188,5.68
9714,-123.45861,42.91639,0.1
9792,-123.45861,45.08611,2.25
7433,-123.45833,45.15444,0.01
10035,-123.45833,42.52167,0.01
10250,-123.45833,42.46833,0.01
1622,-123.45827,44.53329,0.1
8632,-123.45806,44.86167,0.1
14859,-123.45792,42.2665,0.01
11828,-123.45778,42.43889,0.01
10009,-123.4575,44.02778,0.25
2730,-123.4575,42.435,3.0
13504,-123.4575,44.12722,0.01
16725,-123.4575,44.069,0.1
16266,-123.45722,43.18694,0.01
5394,-123.45717,43.126,0.1
11939,-123.45716,45.28005,0.01
4517,-123.45716,42.5195,0.01
5115,-123.457,43.22533,1.5
5049,-123.45683,42.75067,0.01
15751,-123.45671,42.56534,1.0
8530,-123.45667,43.31278,0.01
7762,-123.45667,42.35667,0.01
4998,-123.45667,42.42217,1.0
10889,-123.45667,42.80139,148.0
14186,-123.4565,42.47553,0.01
14899,-123.45628,42.51503,0.01
15687,-123.45623,44.06847,0.01
15043,-123.45616,42.64384,2.0
8549,-123.45611,44.06722,0.0
12739,-123.45611,43.15528,5.05
13448,-123.45611,43.3525,0.25
14439,-123.45611,43.89556,0.01
14814,-123.45604,45.69219,7.0
10363,-123.45583,42.38167,0.1
11567,-123.45583,43.12694,0.25
7221,-123.45583,46.08889,0.8
8766,-123.45583,43.34472,1.5
6489,-123.45556,43.02417,0.5
6124,-123.45556,42.75528,0.01
4113,-123.4555,42.43566,0.01
12196,-123.45535,42.38353,0.5
3008,-123.45527,46.02409,0.01
14749,-123.45523,42.70249,0.1
2838,-123.45506,43.66925,0.01
6806,-123.455,44.07417,0.1
4910,-123.45483,42.40333,0.01
127,-123.45477,44.11303,0.01
1884,-123.45476,44.08419,0.1
12874,-123.45472,44.09306,0.1
10940,-123.45472,42.65028,0.25
2126,-123.45461,44.02885,0.01
1472,-123.4545,43.9452,0.0
11998,-123.45444,46.16903,0.1
12236,-123.45417,43.18806,0.01
2258,-123.45415,45.46475,0.01
10742,-123.45389,43.46333,0.01
8775,-123.45389,42.64806,0.01
16866,-123.45381,44.85947,0.05
16669,-123.45381,44.85947,0.05
15734,-123.45306,42.74722,1.0
10240,-123.45306,42.42222,4.66
15491,-123.45287,43.91381,1.58
10747,-123.45278,44.09,0.01
2740,-123.45272,42.39491,0.01
1348,-123.45268,42.51496,0.1
3873,-123.45247,42.54036,2.0
16825,-123.45233,44.08467,0.02
10210,-123.45222,42.62778,0.5
5344,-123.452,44.18517,0.01
7179,-123.45194,42.68,1.0
7122,-123.45167,46.11083,0.0
9912,-123.45167,45.02778,0.15
7865,-123.45167,42.91694,0.75
16900,-123.45133,44.13433,0.01
16470,-123.4508,42.51979,0.75
8995,-123.45056,43.06778,0.01
83,-123.45008,42.75256,0.2
15716,-123.45008,42.61941,0.5
11498,-123.45,42.38944,0.01
9496,-123.44972,42.6475,2.0
11821,-123.44972,42.355,0.01
1284,-123.4495,44.1343,0.01
12261,-123.44944,42.6225,0.1
9941,-123.44944,42.62528,0.1
14741,-123.44944,42.84472,0.1
2022,-123.44943,43.92343,0.25
3195,-123.44932,43.99501,0.1
1341,-123.44932,44.05829,0.1
13404,-123.44932,42.62187,0.01
12899,-123.44917,43.0725,0.01
3297,-123.44907,43.91619,0.25
