,Human Longitude,Human Latitude,Human Acres Burned
5123,-123.2405,43.89733,0.1
5754,-123.24028,42.315,0.01
11339,-123.24028,43.83611,0.01
2213,-123.24016,43.83153,2.0
3837,-123.24013,45.36333,0.04
8602,-123.24,45.38167,7.0
3826,-123.23992,43.01066,0.01
738,-123.23982,43.82429,0.25
11293,-123.23972,43.98444,0.01
7082,-123.23944,43.84472,0.1
12506,-123.2393,45.27511,1.9
16383,-123.23921,44.00455,0.21
8297,-123.23917,45.69583,0.1
260,-123.23885,43.20853,1.5
11317,-123.23861,42.51361,0.34
13180,-123.23861,42.78972,0.1
8889,-123.23861,42.46167,0.01
9231,-123.23861,42.29361,0.1
7044,-123.23861,45.44278,0.53
6194,-123.23861,42.42778,0.01
13609,-123.23861,42.88936,0.01
15333,-123.23856,43.83321,0.01
4877,-123.2385,42.2895,0.01
8934,-123.23833,42.46167,0.1
13340,-123.23806,43.61028,4.0
10309,-123.23806,43.21889,0.01
14821,-123.23797,43.83006,0.01
12237,-123.23778,43.20417,0.5
17090,-123.23753,43.83776,0.01
11548,-123.2375,43.85056,0.1
1853,-123.23739,44.02042,0.25
563,-123.23733,43.99889,1.0
2097,-123.23725,42.42819,0.01
10498,-123.23722,43.82778,0.1
2000,-123.2371,43.98468,0.5
477,-123.2371,43.98468,0.5
1708,-123.23709,42.42458,0.1
7691,-123.23694,43.40944,0.01
6026,-123.23694,43.82389,0.1
16880,-123.23667,44.34389,0.9
8784,-123.23667,43.85278,0.01
16006,-123.23663,44.01658,0.01
12439,-123.23639,44.00194,0.1
4218,-123.23633,42.81333,0.01
10158,-123.23611,42.54833,4.25
1072,-123.23584,42.80581,0.01
10038,-123.23583,43.22222,17.45
11882,-123.23583,42.88556,0.1
8928,-123.23583,42.545,0.1
14454,-123.23567,42.21867,59.0
11635,-123.23556,42.83111,0.01
3518,-123.2354,42.95309,0.01
3514,-123.23522,43.6978,0.5
4326,-123.23516,42.79283,0.01
4386,-123.235,42.87466,1.75
3827,-123.23498,43.01078,0.01
14037,-123.23483,42.812,0.01
13471,-123.23472,43.43,0.01
1898,-123.23454,43.46653,0.01
10544,-123.23444,45.815,0.01
16053,-123.23428,43.96793,0.25
11640,-123.23417,43.0325,0.25
58,-123.23409,45.76719,0.1
15746,-123.23406,42.79655,0.25
10390,-123.23389,42.30056,0.01
13470,-123.23389,43.98,0.01
4794,-123.23367,42.27433,0.1
8708,-123.23361,45.82194,0.01
4093,-123.2335,45.20383,1.1
3778,-123.23335,43.04314,0.25
14036,-123.23333,42.81433,0.01
13222,-123.23333,43.88333,0.01
438,-123.23318,42.28625,0.01
11178,-123.23306,43.38417,0.02
89,-123.23254,44.02416,0.1
6932,-123.2325,42.42111,0.1
11952,-123.2325,45.59172,0.04
11396,-123.23239,45.62883,0.5
1815,-123.23194,42.36993,0.25
9902,-123.23167,43.60194,0.05
11332,-123.23167,45.38972,0.25
115,-123.23162,42.40675,0.01
14147,-123.23155,42.57094,0.01
8454,-123.23111,43.50333,0.01
6783,-123.23111,45.35611,0.01
11340,-123.23083,43.81389,187.0
6128,-123.23083,43.93806,0.01
11156,-123.23056,45.18833,0.15
6300,-123.23056,43.70861,0.25
2425,-123.23039,42.92778,0.1
3133,-123.23002,45.30506,2.6
8644,-123.23,42.29194,0.5
722,-123.22991,45.84956,0.1
13541,-123.22989,42.41998,0.01
10596,-123.22972,42.28417,0.25
16253,-123.22947,44.08162,0.01
10609,-123.22944,43.74444,0.01
2202,-123.22919,43.02889,1.5
15605,-123.22911,43.81219,0.25
10716,-123.22889,43.60333,0.01
2170,-123.22884,45.79575,0.02
6510,-123.22861,42.17139,0.5
7163,-123.22833,42.29083,5.5
14295,-123.22822,43.45625,2.0
16591,-123.22811,43.84181,0.01
16715,-123.22806,42.86833,0.1
245,-123.22758,42.29703,1.25
13785,-123.2275,43.36111,0.42
5270,-123.2275,45.84433,0.1
13537,-123.22736,42.42036,5.0
5897,-123.22722,43.99528,0.01
12161,-123.22722,43.60444,0.01
2168,-123.22701,44.65963,0.25
8736,-123.22696,43.98454,0.01
11938,-123.22694,42.54556,0.01
9717,-123.22694,42.42333,0.01
9718,-123.22694,42.42333,0.01
16716,-123.22667,42.87306,0.01
6517,-123.22667,42.41056,6.5
2668,-123.22657,44.03158,0.01
2987,-123.22626,42.88998,0.25
6638,-123.22583,45.69167,0.2
6827,-123.22556,42.30694,0.75
4185,-123.22533,42.42183,1.0
9650,-123.22528,42.44611,0.01
3414,-123.22513,45.50073,0.29
2106,-123.22509,43.79906,0.25
15038,-123.22506,45.59344,0.43
13512,-123.22493,42.42722,0.37
517,-123.22491,43.70836,3.0
15667,-123.22486,45.2995,0.1
7393,-123.22472,45.68944,0.01
6680,-123.22472,45.42389,0.0
14499,-123.22437,45.33617,5.0
8360,-123.22417,42.62639,0.25
5128,-123.224,43.70433,0.01
12963,-123.22386,45.29242,0.5
16901,-123.22338,42.41287,1.5
16980,-123.22334,42.38367,0.01
4759,-123.22333,43.1235,0.01
4654,-123.22317,42.39283,1.0
2457,-123.22292,42.22386,0.5
15157,-123.22281,45.36428,0.5
9088,-123.22278,43.83889,0.01
1021,-123.22255,42.29353,3.0
13835,-123.2225,44.02278,0.1
11400,-123.22244,45.70178,27.2
887,-123.22239,42.28991,0.1
14399,-123.22225,45.84219,0.18
5863,-123.22222,44.03972,0.01
7462,-123.22222,42.70306,0.25
3911,-123.22216,45.63316,0.25
15535,-123.22212,42.98939,0.5
6317,-123.22194,43.905,2.0
6572,-123.22194,44.03139,0.01
5760,-123.22194,42.28083,0.25
10574,-123.22194,43.03,0.01
1173,-123.22166,42.7953,0.1
1249,-123.2215,42.80968,1.34
9377,-123.22139,45.35139,0.02
16127,-123.22139,43.41111,0.25
8726,-123.22111,43.97556,0.25
14531,-123.22111,43.99139,1.01
10989,-123.22083,45.33778,0.06
11205,-123.22083,43.79861,0.1
13790,-123.22083,43.41088,0.01
13961,-123.22068,42.29178,0.49
16377,-123.22064,44.01248,0.05
9320,-123.22056,42.28917,3.0
5440,-123.2205,43.2565,12.0
5796,-123.22028,42.18722,7.0
12973,-123.22028,45.31869,0.01
13598,-123.22023,42.4181,0.15
3009,-123.22017,45.35609,0.25
3724,-123.22014,43.76669,0.1
697,-123.22004,45.38136,0.1
11519,-123.22,43.60417,0.5
16120,-123.21995,42.42247,0.01
1217,-123.21985,43.30649,0.01
12065,-123.21972,43.70694,0.1
7333,-123.21972,42.29833,0.1
6486,-123.21972,42.08806,0.01
16733,-123.21967,43.7145,0.25
1723,-123.21962,43.25942,0.25
13461,-123.21951,42.29786,0.01
9146,-123.21944,45.28056,1.5
11167,-123.21944,43.03056,0.01
7690,-123.21917,43.75778,0.01
6567,-123.21917,45.72417,0.5
4904,-123.21867,42.205,0.75
1539,-123.21842,42.21306,0.25
8490,-123.21833,42.28778,0.1
11720,-123.21833,42.27861,0.5
15816,-123.21802,42.64099,0.01
7704,-123.21778,43.61389,0.01
8573,-123.21778,45.30972,2.0
13494,-123.21764,45.33675,0.12
16858,-123.21751,42.42101,0.01
6735,-123.2175,43.97556,0.01
13618,-123.21747,42.4593,0.18
1245,-123.21732,42.55498,5.0
2924,-123.21727,42.41722,0.01
8447,-123.21722,42.46417,1.0
8111,-123.21722,45.3825,74.0
7038,-123.21722,43.59806,0.01
14738,-123.21692,42.44505,0.01
3801,-123.21688,42.39186,0.1
15881,-123.21672,42.28092,0.1
14310,-123.21667,42.42167,1.3
14028,-123.21651,42.79122,0.01
9975,-123.21639,42.81694,0.1
1569,-123.21617,42.87198,0.01
1250,-123.21611,42.81346,0.01
1252,-123.21611,42.81346,0.01
3759,-123.21573,43.0247,0.1
12667,-123.21528,42.97333,0.01
134,-123.2151,45.3737,0.5
3630,-123.21509,43.25578,0.01
8434,-123.215,42.26778,0.25
340,-123.21484,43.41925,0.4
1259,-123.2148,45.69142,0.01
16944,-123.2147,45.5057,9.0
1204,-123.21444,45.49317,0.25
3112,-123.21441,43.5209,2.16
1581,-123.21419,45.90824,0.01
16786,-123.21417,42.86833,0.01
14237,-123.21406,42.94314,0.25
16631,-123.21392,44.01331,0.5
14067,-123.21392,42.46658,0.01
12920,-123.21386,45.43184,0.01
2018,-123.21377,45.80281,0.2
16851,-123.21369,45.26403,0.25
15831,-123.21367,45.42415,0.01
4426,-123.2135,43.84483,0.01
12584,-123.21333,42.81778,0.1
9128,-123.21333,42.28306,3.2
6625,-123.21306,42.27139,0.1
16042,-123.21288,45.2798,0.1
13742,-123.21278,43.715,98.16
13365,-123.2125,43.17389,0.01
1209,-123.21215,42.53671,0.1
12042,-123.2118,42.28477,0.01
12614,-123.21179,45.3493,0.01
10407,-123.21111,45.355,5.03
7261,-123.21111,43.4025,0.1
8707,-123.21111,45.76361,0.01
16282,-123.211,43.71846,5.0
12018,-123.21083,45.34359,0.1
4097,-123.21066,42.41783,0.01
14225,-123.21056,43.705,3.0
3585,-123.21048,43.68347,0.0
11419,-123.21,43.95722,0.01
8237,-123.21,43.72139,0.1
14827,-123.20978,44.01468,0.08
6320,-123.20972,43.93889,0.1
6242,-123.20944,43.61861,0.01
10067,-123.20944,42.60417,0.5
14325,-123.2094,42.41485,0.01
5205,-123.20933,45.689,0.01
5981,-123.20917,43.93944,3.0
11465,-123.20917,43.41194,0.1
4114,-123.209,42.30466,0.01
16137,-123.20889,43.72083,0.1
5180,-123.20867,43.305,1.78
12684,-123.20846,42.27803,0.01
14448,-123.20839,45.77633,0.1
5342,-123.20833,43.691,1.25
10403,-123.20833,45.3425,0.3
14547,-123.20833,44.05833,0.03
9601,-123.20833,42.25222,0.5
16262,-123.20808,42.2508,0.1
7184,-123.20806,42.26222,2.0
16117,-123.20797,45.35806,8.0
4505,-123.20783,42.53616,2.5
3426,-123.20744,42.52539,0.1
4171,-123.20733,45.48433,0.01
10601,-123.20722,45.86639,1.0
9463,-123.20694,42.46556,10.2
12625,-123.20685,42.41534,0.01
3163,-123.20682,42.42062,0.01
10351,-123.20667,46.09361,0.5
11555,-123.20667,44.00222,4.9
15685,-123.20658,43.93806,0.01
10360,-123.20639,42.41778,0.01
15263,-123.20624,42.67202,2.1
10319,-123.20611,42.26806,0.01
3286,-123.20603,44.00579,0.1
5945,-123.20583,43.99139,3.0
15439,-123.20579,43.94877,0.24
13751,-123.20563,42.42232,0.01
2181,-123.20536,43.98065,0.25
4202,-123.20533,43.608,2.25
9521,-123.20528,43.69028,9.44
8097,-123.20528,45.30167,0.01
15150,-123.20523,43.8546,0.05
3074,-123.20504,43.41173,0.01
2056,-123.20502,43.82436,0.01
6030,-123.205,43.72211,0.01
8706,-123.20472,43.94389,0.01
7683,-123.20472,43.40806,0.1
3299,-123.20449,45.3667,1.5
10431,-123.20444,45.29139,3.0
10136,-123.20417,42.38444,0.1
11930,-123.20417,43.72528,1.5
5304,-123.20383,42.4205,0.1
12974,-123.20367,45.2772,0.01
3648,-123.20357,42.66079,0.01
13881,-123.20336,45.29675,0.1
10143,-123.20333,43.02583,0.5
14973,-123.20329,42.41021,0.01
3364,-123.20325,42.26784,0.25
1730,-123.20309,42.26423,0.01
15259,-123.20299,45.77964,2.0
16238,-123.20289,43.66785,0.25
8364,-123.20278,43.16333,0.01
15855,-123.20278,43.18528,0.25
17098,-123.20269,43.99059,3.9
15883,-123.20262,42.42263,0.25
7815,-123.2025,42.78472,0.25
11341,-123.2025,43.97611,0.77
3462,-123.20244,43.02455,0.5
1233,-123.20238,42.52189,0.5
3761,-123.20226,42.42798,0.01
9953,-123.20222,43.63583,0.01
13073,-123.20222,45.71104,0.01
16357,-123.20205,42.47363,26.0
4283,-123.202,46.12,0.1
13693,-123.20181,42.42301,0.01
6264,-123.20167,45.84389,0.01
7583,-123.20167,45.73417,1.1
6817,-123.20167,45.43528,0.02
1248,-123.20155,42.81722,0.1
1251,-123.20155,42.81722,0.01
14808,-123.20141,42.30879,0.75
15699,-123.20116,42.02594,32.0
13102,-123.20111,43.97722,0.08
6695,-123.20111,43.07944,7.42
3396,-123.20085,44.00229,0.03
1969,-123.20067,43.69039,0.01
12677,-123.20066,45.6172,0.01
8541,-123.20056,43.42556,0.01
9844,-123.20056,44.05667,115.0
337,-123.2005,43.25562,152.0
16203,-123.2,45.85194,0.01
5626,-123.2,43.0,0.5
8365,-123.19972,43.91639,0.01
12867,-123.19969,42.41656,0.5
12903,-123.19944,43.68111,0.75
11221,-123.19917,43.73222,0.01
7308,-123.19917,43.97778,0.01
9716,-123.19889,42.42417,0.01
142,-123.19838,42.26796,0.1
5701,-123.19833,42.47556,0.01
16456,-123.19828,42.76755,0.01
12581,-123.19819,45.36765,0.01
3534,-123.19816,45.79265,0.01
11048,-123.19806,45.36472,0.01
1888,-123.19805,42.56976,1.5
8792,-123.19778,43.16,0.01
12012,-123.19753,42.26125,0.01
14917,-123.19733,43.0475,0.01
1678,-123.19722,42.42448,0.5
1736,-123.19722,42.42448,0.01
9170,-123.19694,42.25944,0.2
13060,-123.19694,44.03194,0.1
7318,-123.19667,42.81833,0.01
16308,-123.19614,43.97886,0.1
14233,-123.1953,42.97283,0.25
1895,-123.19515,43.39729,1.0
4056,-123.19483,43.93733,0.01
10465,-123.19472,43.40444,4.7
11417,-123.19472,44.01222,1.0
9,-123.19464,45.41702,3.0
16806,-123.19452,42.42596,0.1
9671,-123.19444,42.51361,0.01
1931,-123.19443,43.59683,6.0
13438,-123.19417,43.97889,0.01
12348,-123.19417,43.0725,0.25
10564,-123.19417,42.37833,0.1
9877,-123.19417,42.42528,0.1
1153,-123.19416,45.42071,0.01
1280,-123.19338,42.76389,0.25
6970,-123.19333,45.97889,0.1
12215,-123.19333,42.54778,0.01
9396,-123.19333,45.27639,1.5
13439,-123.19333,43.97889,0.01
13476,-123.1931,42.26792,0.01
6967,-123.19306,43.40333,0.25
4314,-123.193,43.15583,0.25
3170,-123.19285,42.55141,0.25
9594,-123.19278,42.26889,0.1
10424,-123.19278,43.33583,2.0
2867,-123.19256,42.38084,0.01
2036,-123.19217,42.42098,0.01
4064,-123.19216,42.53783,0.01
14857,-123.1921,42.4252,0.01
16439,-123.19195,42.42734,0.25
5417,-123.19183,43.156,0.01
15884,-123.19176,42.96817,0.5
5175,-123.19167,42.5035,0.1
15808,-123.19167,42.96833,0.1
8174,-123.19111,42.41944,0.01
15457,-123.19077,42.53757,0.01
15485,-123.19064,43.97364,0.54
15063,-123.19056,45.75292,0.1
14304,-123.1905,42.5445,0.01
16402,-123.19047,42.54488,0.01
636,-123.19032,43.98101,5.5
16447,-123.19028,42.54444,0.03
6647,-123.19028,44.01306,0.25
12160,-123.19,42.97861,0.1
14825,-123.18976,43.52434,16.52
14885,-123.18967,46.09136,0.25
4235,-123.1895,42.25216,0.25
584,-123.18938,43.95558,0.01
11673,-123.18928,43.78531,0.03
14801,-123.18907,42.26523,0.1
6798,-123.18889,42.25278,0.01
7141,-123.18889,42.35472,0.1
205,-123.18831,42.23478,10.0
10273,-123.18806,42.50611,0.1
9691,-123.18806,42.53639,0.25
11080,-123.18806,42.50694,0.01
1047,-123.18797,42.54013,35.2
3478,-123.18784,42.52198,0.1
8683,-123.18778,45.69917,0.02
500,-123.18763,42.42779,0.1
2272,-123.18762,42.50735,0.01
2316,-123.18757,42.49287,0.01
6869,-123.1875,42.26056,27.5
10880,-123.18722,42.67056,2.7
5361,-123.18717,42.25167,0.01
11314,-123.18694,43.48,1.66
9032,-123.18667,42.81806,0.01
11554,-123.18639,42.57194,0.1
6810,-123.18639,44.02389,0.01
9018,-123.18611,42.49583,0.01
11169,-123.18611,43.19278,2.2
4189,-123.186,42.534,0.01
13688,-123.18589,45.25306,22.0
9454,-123.18583,43.39389,0.1
12570,-123.18561,42.97631,0.01
14318,-123.1852,42.26284,3.74
7764,-123.185,45.6175,0.5
7092,-123.18472,42.58278,0.5
16794,-123.18467,42.844,0.01
11191,-123.18444,45.23333,13.2
1154,-123.18441,43.18633,0.01
14579,-123.18433,42.50412,0.01
15674,-123.18429,44.02079,0.01
14179,-123.18425,42.47405,1.0
11866,-123.18422,46.10456,0.87
5878,-123.18417,42.50583,0.25
13796,-123.18403,45.86425,0.09
7,-123.18395,45.48613,17.0
10510,-123.18389,46.08833,0.02
2293,-123.18364,42.33008,26.0
10163,-123.18361,43.63778,1.5
7504,-123.18361,43.74083,0.25
3841,-123.18351,42.56604,0.01
12364,-123.18341,42.23334,5.0
5021,-123.18333,42.5,0.1
8112,-123.18333,42.55111,0.01
11771,-123.18333,43.30222,0.01
6886,-123.18306,43.40444,0.01
6024,-123.18306,43.93028,0.25
183,-123.18293,42.83949,0.25
2526,-123.18291,42.43153,0.01
16142,-123.18286,44.05168,3.98
3683,-123.18275,42.42791,0.1
597,-123.18255,46.08707,0.01
11577,-123.1825,45.83917,0.01
2427,-123.18242,45.86888,0.01
4116,-123.18233,44.01966,0.1
13669,-123.18225,45.85769,0.02
6135,-123.18194,42.53556,0.01
6340,-123.18139,42.83194,0.75
14291,-123.18111,43.74556,0.01
16401,-123.18102,42.56717,0.01
13317,-123.18093,42.23971,11.4
1386,-123.18062,43.9915,40.0
13596,-123.18025,45.54044,0.23
13701,-123.18023,42.43583,0.01
8403,-123.18,42.91,85.0
7689,-123.17972,43.7825,0.01
10434,-123.17944,42.46944,0.01
14134,-123.17944,43.95972,0.01
11091,-123.17917,46.12667,0.02
15941,-123.17905,43.38588,0.1
15289,-123.17903,45.424,0.1
15135,-123.17897,43.40533,0.1
7277,-123.17889,43.98472,0.25
1796,-123.17857,45.62348,0.02
16947,-123.1785,44.01867,0.01
1661,-123.17816,42.51483,0.01
12336,-123.17785,42.47168,0.01
10138,-123.17778,42.15833,0.01
3528,-123.17767,42.43544,0.75
1826,-123.17767,42.43544,0.1
5941,-123.1775,42.57278,0.01
2930,-123.17735,46.08718,0.1
16887,-123.17717,43.58417,0.25
17122,-123.17717,42.77,16.1
8918,-123.17694,43.31528,1.2
10725,-123.17694,43.56861,0.01
16791,-123.17694,43.29361,0.5
12644,-123.17667,46.08861,0.1
5892,-123.17639,45.84833,0.02
7836,-123.17611,43.93917,0.01
11434,-123.17611,43.29583,0.01
6920,-123.17583,43.99111,0.1
13410,-123.17567,42.43123,0.01
6915,-123.17556,42.46167,3.2
8518,-123.17556,44.01806,0.1
14527,-123.17551,43.74971,3.35
8093,-123.17528,43.74694,0.01
12796,-123.17528,42.37478,2.3
12719,-123.17517,42.431,0.01
1329,-123.17514,43.75226,0.75
883,-123.17475,43.85335,0.01
16243,-123.17442,44.03953,14.93
15503,-123.17407,42.43382,0.1
1225,-123.17396,42.24983,11.0
5527,-123.17383,46.10183,0.5
7389,-123.17361,42.50972,0.75
5179,-123.1735,43.99417,0.1
12046,-123.17344,45.495,0.25
1674,-123.17332,42.52595,1.0
109,-123.17327,42.44642,0.01
7250,-123.17306,45.72083,0.01
9931,-123.17306,43.20667,0.01
7914,-123.17306,42.45722,0.01
6841,-123.17306,42.49639,0.01
5873,-123.17278,42.43333,1.0
13681,-123.17278,44.04333,40.3
11751,-123.1725,42.44361,0.2
12826,-123.17242,42.51218,0.5
4167,-123.17216,43.6085,1.0
14572,-123.17193,42.25482,0.01
3340,-123.17193,45.72427,0.5
9184,-123.17167,42.25694,0.75
11919,-123.17107,42.55665,0.01
1849,-123.17094,42.97111,0.69
3454,-123.17094,44.02413,0.06
1399,-123.17094,42.97111,0.01
7686,-123.17083,42.50139,0.01
9169,-123.17083,42.42333,0.01
1376,-123.17076,43.99535,3.0
11973,-123.17074,45.85152,0.1
5033,-123.1705,43.30733,0.01
13772,-123.17034,45.69039,0.38
8940,-123.17028,42.49167,0.1
3148,-123.17018,43.84262,0.1
386,-123.17016,43.90829,0.1
11913,-123.16988,42.50077,0.01
5269,-123.16983,42.22317,0.25
15767,-123.16972,42.9475,0.75
5671,-123.16972,42.45861,0.1
16099,-123.16967,44.00269,0.03
13262,-123.16967,42.41555,0.1
12641,-123.16944,44.00556,0.01
10905,-123.16944,42.42667,0.01
16226,-123.16939,44.00606,0.25
9733,-123.16889,43.18833,3.0
11342,-123.16889,44.00833,0.1
13242,-123.16877,42.45347,0.25
5273,-123.16867,42.21867,0.01
12034,-123.16861,42.95556,0.1
2589,-123.16859,45.6196,2.0
2531,-123.16847,42.533,0.01
2570,-123.16841,42.38782,0.01
226,-123.16836,42.47104,0.01
12342,-123.16834,42.45165,0.01
4023,-123.16833,42.49283,0.25
2529,-123.16831,42.52938,0.01
3183,-123.16829,42.43141,15.0
2223,-123.16826,42.482,0.01
1987,-123.1682,42.41672,0.01
13879,-123.16814,45.50161,0.25
13747,-123.16812,42.5061,0.01
13022,-123.16792,42.48927,0.01
2982,-123.16763,46.08346,0.25
12876,-123.1673,42.51209,0.01
21,-123.16724,46.09061,1.0
12222,-123.16667,45.36258,0.25
13951,-123.16642,42.51568,0.1
7610,-123.16639,45.37278,0.14
6389,-123.16611,42.81194,0.3
8299,-123.16583,42.42611,0.1
11485,-123.16583,45.36694,1.0
12588,-123.16536,45.66455,0.01
12773,-123.16533,45.62542,0.0
12558,-123.16514,42.04526,0.5
12877,-123.16512,42.48317,0.25
12875,-123.16511,42.4827,0.1
16026,-123.16508,42.48513,0.01
16128,-123.165,42.97111,0.01
7339,-123.165,44.02222,0.1
14296,-123.16465,42.52271,0.01
12986,-123.16458,45.25617,0.01
12119,-123.16456,45.45233,0.5
10322,-123.16444,42.42111,0.1
5457,-123.16433,42.46867,0.01
14323,-123.16431,42.47574,0.01
2691,-123.1639,45.43178,0.2
8182,-123.16389,42.44278,0.01
589,-123.16369,42.48936,0.01
88,-123.16357,42.53312,0.01
1914,-123.1634,45.37006,0.05
3410,-123.16336,42.54395,0.1
13114,-123.16333,42.05708,0.01
9587,-123.16333,42.25833,0.5
10344,-123.16306,42.46806,0.1
8593,-123.16306,42.42417,567.0
5676,-123.16306,46.06556,0.02
7777,-123.16306,42.52167,0.01
16882,-123.16288,42.61194,0.1
2275,-123.16232,45.90011,0.04
10270,-123.16222,43.19972,0.2
7930,-123.16222,42.25167,0.1
6591,-123.16222,42.25083,0.25
10661,-123.16222,42.45917,0.01
5989,-123.16194,42.26806,133.0
16541,-123.16174,42.52811,0.01
12635,-123.16161,42.42883,0.01
16237,-123.16152,42.54887,0.01
7851,-123.16139,43.10306,2.0
14889,-123.16128,42.37655,0.25
1402,-123.16094,43.30641,0.05
11960,-123.16083,42.53778,0.2
4482,-123.16083,46.0995,0.01
9800,-123.16083,46.09917,0.01
15863,-123.16067,42.98817,0.01
11466,-123.16056,42.53111,0.1
3141,-123.16039,43.98419,1.4
8320,-123.16028,43.85194,0.1
8746,-123.16028,42.53778,0.01
15310,-123.16017,42.41875,0.25
12162,-123.16,45.93111,0.01
5920,-123.15972,43.79583,0.1
8096,-123.15972,42.45889,0.01
8283,-123.15972,45.37861,0.18
8429,-123.15972,46.09889,0.15
15600,-123.1597,43.97898,0.0
6785,-123.15944,42.47583,0.01
9190,-123.15944,43.03583,0.01
9919,-123.15944,42.41889,3.2
10974,-123.15944,42.95389,0.25
17192,-123.15943,42.04993,9.0
16860,-123.15914,46.11044,0.01
16688,-123.1591,42.49728,0.01
11623,-123.15908,46.14336,2.5
3118,-123.15868,42.53324,0.01
12901,-123.15861,43.09806,0.01
3595,-123.15843,42.41695,0.01
15304,-123.15828,42.41483,0.39
1482,-123.15812,45.61622,0.1
10445,-123.15806,43.10556,0.5
16312,-123.15796,44.04889,0.01
13257,-123.15795,42.2577,1.5
3124,-123.1579,45.37755,0.5
9921,-123.15778,42.41722,0.2
11956,-123.15778,44.05361,0.01
16604,-123.15767,42.43983,1.0
10420,-123.1575,42.50306,0.75
8168,-123.15694,42.54861,0.25
16795,-123.15683,43.75267,0.1
11045,-123.15667,42.49833,0.1
8892,-123.15667,44.01806,1.0
12822,-123.15664,45.42583,0.01
13779,-123.1565,45.37428,0.01
7386,-123.15639,42.83889,0.01
11700,-123.15639,42.60833,0.01
15918,-123.15623,42.63478,0.41
5364,-123.15617,42.84283,0.01
6515,-123.15583,42.63278,0.01
15919,-123.15573,42.41775,60.0
3346,-123.15572,43.44504,0.1
3529,-123.15571,43.08977,0.0
10695,-123.15556,43.10667,0.01
1533,-123.15556,43.32073,12.0
1688,-123.15556,43.10765,0.01
3095,-123.15544,43.75581,0.1
9920,-123.15528,42.41361,3.1
5253,-123.15517,42.49833,0.01
460,-123.15516,43.96979,0.5
2108,-123.15509,46.14775,1.0
6308,-123.155,45.89917,0.01
12397,-123.15499,43.98479,0.1
16023,-123.15492,42.53025,0.12
4418,-123.15483,42.42633,0.1
13519,-123.15472,43.9675,0.3
13843,-123.15457,42.4753,0.7
3690,-123.15448,42.78649,0.1
13565,-123.1543,42.53862,0.01
6339,-123.15425,45.41019,0.25
11553,-123.15417,45.89861,0.01
1229,-123.15404,42.8505,0.01
8006,-123.15389,42.39222,0.1
5881,-123.15389,42.54194,0.01
10356,-123.15389,42.53472,1.25
4563,-123.15383,43.08566,0.5
10503,-123.15361,42.53806,0.01
13942,-123.15361,43.31667,0.75
8998,-123.15361,42.53833,0.01
16365,-123.15338,44.01837,0.05
7340,-123.15333,43.98528,0.01
10771,-123.15333,45.64472,3.0
6258,-123.15333,43.985,0.01
2750,-123.15329,42.43914,2.0
17043,-123.15317,42.8385,0.25
6193,-123.15306,42.25278,0.01
8201,-123.15278,42.4375,0.01
5579,-123.15278,42.23306,0.1
5187,-123.15267,44.015,0.01
13431,-123.15255,42.40679,0.01
6462,-123.1525,42.78139,0.34
9695,-123.15222,42.95361,158.65
15142,-123.15195,42.4837,0.01
13100,-123.15194,42.94944,0.01
8342,-123.15194,42.38861,0.25
11759,-123.15167,42.94917,0.01
9993,-123.15167,42.4125,0.1
7316,-123.15167,42.41389,0.01
7242,-123.15139,43.79111,0.01
1610,-123.15103,43.0311,0.25
14784,-123.15099,45.9295,0.25
16192,-123.15097,43.92946,1.25
9767,-123.15083,42.55556,0.01
11502,-123.15083,43.99222,0.1
7310,-123.15056,42.54056,0.01
3598,-123.15031,43.74142,0.1
8655,-123.15028,42.3675,0.25
13857,-123.15017,42.52892,0.1
6321,-123.15,43.32083,7.0
12494,-123.15,42.99,0.01
11942,-123.14992,42.407,0.01
7495,-123.14972,42.41167,0.01
7598,-123.14917,45.37806,1.1
5484,-123.149,45.66633,7.75
7489,-123.14889,45.85028,0.25
4162,-123.14883,45.62033,15.5
6044,-123.14864,42.82764,0.01
3634,-123.1486,42.41318,0.1
14843,-123.14851,42.48784,18.0
5156,-123.1485,45.3785,0.5
929,-123.14844,42.40956,1.5
7447,-123.14833,45.68278,0.25
11698,-123.14833,42.54833,1.5
16864,-123.14781,46.10328,0.01
15519,-123.1475,43.26806,0.75
16924,-123.1475,43.78033,0.25
10944,-123.1475,42.40722,0.25
9483,-123.1475,45.68472,1.0
16184,-123.14743,42.4113,0.74
7276,-123.14722,43.99111,0.25
12686,-123.14721,42.41346,3.2
8453,-123.14667,42.82306,0.01
15376,-123.14667,42.41097,2.57
14238,-123.14667,43.29845,0.01
6592,-123.14639,42.53694,0.1
6447,-123.14639,43.11111,0.25
8232,-123.14639,42.98111,3.5
14742,-123.14635,42.63728,0.25
3188,-123.14571,43.12795,0.01
10115,-123.145,43.06694,0.01
9176,-123.14472,43.03611,0.01
9027,-123.14472,45.38556,0.03
6768,-123.14472,42.82139,0.25
1510,-123.14432,42.57327,0.01
9102,-123.14417,45.71639,0.5
14476,-123.14415,42.2608,0.1
14541,-123.14411,43.04278,2.0
10696,-123.14389,42.37583,0.1
2669,-123.14387,42.41691,0.25
2772,-123.14371,42.41329,0.01
15604,-123.14361,42.93833,0.01
16675,-123.14354,42.28446,0.3
11054,-123.14333,42.38306,0.01
12825,-123.14333,43.60944,0.25
9114,-123.14306,43.11444,0.1
