,Lightning Longitude,Lightning Latitude,Lightning Acres Burned
1772,-120.66333,44.57933,15.0
3518,-120.66333,44.58111,0.1
5256,-120.66333,42.46361,0.1
2578,-120.66278,44.58194,0.2
2106,-120.65972,44.57444,0.01
5708,-120.65861,44.56944,1.5
3164,-120.6575,42.65444,0.1
1596,-120.657,42.206,0.1
5909,-120.65694,44.64722,0.1
4138,-120.65472,44.75778,22763.0
1334,-120.65293,44.59024,0.01
3580,-120.65083,42.16361,20.0
3631,-120.65,42.585,0.1
3483,-120.64972,44.62889,0.1
4736,-120.64972,42.16389,0.1
2380,-120.64778,44.25722,0.25
2534,-120.6475,42.6,0.25
4815,-120.64667,44.31556,0.01
4876,-120.64583,44.34361,0.1
2913,-120.64306,44.31639,0.01
5578,-120.64167,44.25306,0.01
5018,-120.64111,42.23306,0.1
321,-120.64106,42.20685,0.1
1910,-120.63883,44.34883,0.1
4817,-120.63778,44.37333,0.01
469,-120.63725,42.60439,2.0
4108,-120.63472,42.12028,0.1
392,-120.63389,44.35639,0.01
1655,-120.63333,42.16866,0.1
5264,-120.63306,42.12167,0.1
3646,-120.63306,44.60167,2.9
5665,-120.62889,44.31056,0.1
1673,-120.6235,44.24416,25.5
2934,-120.6225,44.36583,0.2
3639,-120.62194,42.58694,0.25
2075,-120.62167,44.3925,2.5
2766,-120.62111,44.31972,0.1
3001,-120.62028,44.84139,16600.0
3482,-120.62028,44.26778,0.1
4717,-120.61917,42.14333,0.1
453,-120.61869,42.58663,3.0
3810,-120.61583,42.13417,0.1
2944,-120.61417,44.05722,46.0
1498,-120.61373,44.39218,0.02
2764,-120.61333,44.285,0.1
5638,-120.61056,42.20306,0.1
1747,-120.60967,44.22183,0.03
5666,-120.60917,44.37444,0.17
5334,-120.60889,44.31972,0.1
5848,-120.60861,44.288,0.5
5847,-120.60833,44.22361,0.32
3021,-120.60778,44.27806,0.25
2747,-120.60694,42.14528,0.1
2591,-120.60611,44.57361,0.01
3015,-120.605,44.29028,0.1
4,-120.60293,42.13381,0.1
6035,-120.59972,42.20972,9754.0
1765,-120.599,44.223,0.01
1505,-120.59835,44.60084,0.01
194,-120.59716,42.19225,0.25
1523,-120.59715,42.18863,0.1
729,-120.59697,42.19974,0.1
2124,-120.59472,42.17972,0.1
116,-120.59463,44.21238,0.01
457,-120.59247,42.56858,0.1
860,-120.58807,42.19896,0.1
2581,-120.58778,44.61472,0.1
3437,-120.58722,44.27944,0.1
1762,-120.58517,44.36133,0.01
4501,-120.58361,44.27028,0.1
4186,-120.58,44.28778,0.1
1768,-120.57983,44.20867,0.3
1764,-120.57983,44.21567,0.02
3517,-120.57778,44.59972,0.3
1486,-120.57482,44.21235,0.01
4578,-120.57472,44.3025,0.1
1567,-120.57333,44.2145,0.01
3208,-120.57111,44.64722,0.1
2584,-120.56778,44.60111,0.25
4791,-120.56667,44.215,0.1
2162,-120.56333,42.13722,0.1
4054,-120.56222,44.625,0.1
2606,-120.56056,44.315,0.25
1750,-120.56017,44.34433,0.01
3203,-120.55917,44.57306,0.1
734,-120.55899,42.22775,5975.0
170,-120.55821,44.57211,0.5
3008,-120.55694,44.27333,0.1
4837,-120.55667,44.3325,0.01
4255,-120.55583,44.29889,0.1
858,-120.55538,42.58991,0.25
2730,-120.5525,42.21778,51.0
5494,-120.55056,44.21111,0.01
1956,-120.55,44.56933,0.1
118,-120.54906,44.23373,0.01
3133,-120.54889,42.29278,0.1
1807,-120.54233,42.054,0.1
2940,-120.54139,44.26583,0.5
4835,-120.53694,44.34917,0.01
2631,-120.53667,44.31861,0.1
5978,-120.53583,44.58972,1.7
2948,-120.53528,44.24083,0.1
2565,-120.53417,44.35083,0.01
2608,-120.53389,44.31417,0.01
3461,-120.53306,44.25583,0.1
2315,-120.53278,41.99917,634.22
2582,-120.52917,44.34278,0.1
4570,-120.52889,44.22333,0.01
6247,-120.52833,44.31111,0.2
3018,-120.52556,44.32389,0.43
423,-120.52479,42.34043,0.25
4180,-120.52333,44.33639,0.5
3158,-120.52194,42.65194,0.1
3014,-120.52167,44.33667,2.2
2936,-120.52167,44.2475,0.01
2397,-120.51889,42.57806,0.1
3520,-120.51806,44.6025,0.1
4421,-120.51722,42.27139,0.1
4413,-120.51667,42.33472,0.1
636,-120.51517,42.24587,0.1
2740,-120.515,42.20278,0.25
4233,-120.51472,44.25389,0.1
4508,-120.51472,44.2825,0.01
3429,-120.51472,44.26944,0.3
4511,-120.51306,44.27056,0.01
2258,-120.51278,44.60428,0.1
6114,-120.5125,44.28944,0.1
4161,-120.51139,44.29806,0.1
4841,-120.51083,44.63639,0.01
3883,-120.51056,44.63611,0.1
454,-120.51046,42.40933,0.1
1241,-120.51045,42.39847,0.1
3643,-120.5075,44.63083,497.0
5764,-120.50722,42.55472,3.7
2963,-120.50694,44.2325,0.1
1244,-120.50549,42.39516,0.1
5406,-120.505,44.63306,0.9
1011,-120.50068,42.40571,0.25
1785,-120.5005,42.25167,0.1
908,-120.49809,44.59704,0.01
1644,-120.4975,44.01583,0.01
1027,-120.49606,42.41315,0.1
1102,-120.49302,44.59704,0.01
3645,-120.49139,44.63167,0.05
1784,-120.49017,42.23817,0.1
1937,-120.48967,44.28,0.01
3404,-120.48806,44.35139,0.1
2080,-120.4855,44.62083,0.72
5612,-120.48444,42.43278,0.1
909,-120.48378,44.60109,0.01
3754,-120.47917,44.32889,0.5
2773,-120.47806,44.24778,0.1
4523,-120.47472,42.53417,1.2
5852,-120.47417,42.44611,0.1
1738,-120.47383,44.29883,0.01
3415,-120.47278,44.33917,0.1
1536,-120.4717,44.00114,0.1
1786,-120.47133,42.375,0.1
2503,-120.47083,44.30083,0.1
4302,-120.4675,44.29,0.1
2938,-120.46417,44.24389,0.1
2623,-120.46361,44.19111,0.01
3633,-120.46194,44.22389,0.1
2947,-120.46111,44.24139,0.1
4059,-120.45944,44.22611,0.1
2994,-120.45833,44.62139,0.25
2433,-120.45778,42.50806,0.25
2946,-120.45722,44.26167,0.2
5378,-120.45667,44.33167,0.14
655,-120.4542,44.29169,0.01
333,-120.45404,44.2371,0.01
5140,-120.45167,43.39139,0.22
6098,-120.45167,44.2575,0.1
2271,-120.45056,44.20694,0.01
5133,-120.45,44.31639,0.1
5148,-120.45,44.56417,0.6
2935,-120.4475,44.22333,0.1
4509,-120.44667,44.28722,0.1
5756,-120.44528,44.59139,2.9
1240,-120.44467,44.21631,0.2
4660,-120.44444,42.41889,0.1
5468,-120.44417,44.60194,0.1
2257,-120.44306,44.60722,0.1
1246,-120.44188,42.44233,0.1
58,-120.44076,44.61184,0.01
1882,-120.44,44.30617,0.05
121,-120.43923,44.28427,0.1
2965,-120.43778,44.27833,0.01
57,-120.43335,44.57922,0.01
2998,-120.43222,44.59444,0.1
1674,-120.43166,44.22033,0.25
2971,-120.43111,44.59528,0.75
56,-120.43062,44.61546,0.01
2566,-120.43056,44.58861,0.1
332,-120.42915,44.27702,0.01
3880,-120.42722,44.59194,0.01
2568,-120.42528,44.59472,0.25
135,-120.42407,44.28417,1.0
682,-120.42367,44.22654,0.1
1557,-120.42351,44.58301,0.01
3322,-120.42167,42.4025,0.1
3753,-120.41861,44.30306,0.1
5907,-120.41639,44.31222,0.01
2410,-120.41356,44.28461,0.1
2567,-120.41278,44.59778,0.1
5520,-120.41222,44.285,0.01
2382,-120.41194,44.28417,0.01
2629,-120.40889,44.59417,0.1
683,-120.40859,44.31017,0.01
1540,-120.40432,44.26595,0.01
52,-120.40351,44.55452,0.01
4141,-120.4025,44.2375,0.1
4819,-120.39972,44.23361,0.1
51,-120.39844,44.55452,0.02
2125,-120.3925,44.20189,0.1
5335,-120.38722,44.54972,0.3
3033,-120.38028,44.5475,0.01
3034,-120.37194,44.57639,0.25
3501,-120.36694,44.54278,0.25
4155,-120.36444,44.54639,10276.66
893,-120.36363,44.57631,10.0
5753,-120.36278,42.45472,0.3
1538,-120.35404,44.53989,0.25
3032,-120.35028,44.55639,0.01
2644,-120.35,44.53583,0.01
862,-120.34852,42.40274,0.1
1936,-120.33861,44.55444,0.01
4109,-120.33,42.40639,0.5
5850,-120.32722,42.41639,0.25
4722,-120.32611,42.34667,0.1
861,-120.32417,42.37367,0.1
1537,-120.32367,44.49631,0.1
3719,-120.32194,42.25833,0.1
3622,-120.32194,42.35889,0.1
3623,-120.32139,42.36361,0.1
4936,-120.32028,42.36944,0.1
918,-120.30857,44.51041,0.25
4929,-120.30806,44.66028,0.5
3166,-120.30556,42.40444,0.1
1900,-120.304,44.53,0.2
994,-120.29945,42.44595,0.1
3186,-120.2975,42.34194,0.1
2622,-120.29111,44.49139,0.01
1142,-120.28843,44.51044,0.1
4938,-120.28722,42.12278,603.0
4365,-120.28417,42.05111,6.88
5443,-120.28306,44.48444,0.1
3977,-120.28306,42.36667,0.25
1930,-120.281,44.40017,0.01
1681,-120.27833,44.39633,0.01
5876,-120.27417,44.35667,0.1
4739,-120.26917,42.26889,0.1
5755,-120.26861,42.09444,2993.0
3638,-120.25917,42.40722,0.25
5343,-120.25831,44.82933,45975.0
5440,-120.25139,44.48417,0.1
5441,-120.24583,44.51,0.1
2652,-120.22833,44.85333,2.4
122,-120.2274,45.01304,1.0
4137,-120.22333,44.85944,30257.0
2625,-120.2175,44.48278,4891.1
914,-120.21211,44.51606,0.1
6111,-120.20861,42.24833,0.1
1007,-120.20627,44.53687,0.1
4875,-120.20597,44.88711,0.1
2281,-120.20194,44.3775,0.1
526,-120.20135,44.93914,1.5
1817,-120.19317,44.48667,7000.0
4390,-120.1875,44.88194,0.01
1773,-120.18717,44.374,0.33
2573,-120.18667,44.90361,0.2
5199,-120.18472,44.93083,1.45
5071,-120.18319,44.93133,1.3
5912,-120.18306,44.92833,159.0
1508,-120.18236,44.51963,0.6
5385,-120.17694,44.38583,0.25
709,-120.17621,44.81082,11.0
4332,-120.17472,44.87222,11.8
4825,-120.17028,44.39306,0.1
4828,-120.17006,44.93547,0.15
4149,-120.16917,44.91917,2.0
5136,-120.16592,44.92389,2.0
380,-120.16543,44.93969,150.0
4198,-120.16056,44.92417,0.1
5342,-120.1572,44.917,73.0
3374,-120.15583,44.38778,47.2
370,-120.15002,44.94708,0.08
5901,-120.14972,44.97278,0.1
3047,-120.14944,44.82833,0.01
3438,-120.1475,44.39472,0.2
5274,-120.14722,44.34278,0.1
1898,-120.143,44.97017,0.01
3258,-120.14278,44.84333,1.8
5205,-120.14111,42.28806,0.1
4026,-120.14056,44.02111,0.75
4702,-120.13953,44.95294,0.1
5687,-120.13722,44.515,1.81
5538,-120.13306,42.26917,0.1
4507,-120.13056,44.50611,0.01
5869,-120.12778,44.50556,368.0
3885,-120.12556,44.93917,0.1
1387,-120.12478,44.95466,0.01
3260,-120.12417,44.90056,0.25
5902,-120.12389,44.92194,0.1
1780,-120.12183,44.88533,0.01
3436,-120.12139,44.78194,270.0
827,-120.11999,44.90805,40.0
5875,-120.11833,44.8375,0.5
3502,-120.11639,44.86583,0.01
5761,-120.11278,44.89639,0.1
4002,-120.1125,42.17167,2.8
3893,-120.11222,44.95667,0.25
854,-120.10987,44.89388,0.25
417,-120.10977,44.86459,0.1
2973,-120.10944,44.90833,2.3
2496,-120.10833,44.86222,0.1
1904,-120.106,44.91167,0.01
50,-120.10063,44.97975,0.25
53,-120.09952,44.94154,0.1
3879,-120.09833,44.90194,0.25
3011,-120.09778,44.87361,13.7
3422,-120.09611,44.93944,0.1
1988,-120.095,44.94133,0.1
2842,-120.09417,44.92611,7.2
3453,-120.09333,44.93111,16.3
4005,-120.09083,44.54,0.02
2651,-120.08472,44.90278,0.3
4027,-120.08333,44.5225,0.33
1500,-120.06979,44.96644,0.01
2272,-120.06778,44.49583,0.2
3425,-120.06639,44.79611,2.5
3413,-120.06583,44.93083,26.5
5337,-120.05931,44.99767,28.0
2290,-120.05861,44.84194,1.2
1998,-120.0585,44.52,0.01
3411,-120.0575,44.80861,112.0
5983,-120.05639,44.49639,0.1
5413,-120.0563,44.85048,0.1
915,-120.05399,44.81852,4.0
4035,-120.05333,44.83806,9.0
5061,-120.05333,44.885,1.3
2407,-120.05278,44.58139,87.0
2099,-120.05083,44.83611,0.34
917,-120.04998,44.83153,0.1
1127,-120.04697,44.99475,0.5
3465,-120.04639,44.89583,0.1
3423,-120.04583,44.93722,0.1
3841,-120.04444,44.36889,0.03
4007,-120.04389,44.80528,0.25
4591,-120.04389,44.99,33.4
2978,-120.04222,44.86833,0.2
4157,-120.04139,44.67278,2229.0
4874,-120.04094,44.86686,0.1
2370,-120.04083,44.51472,0.25
4873,-120.04044,44.86692,0.1
312,-120.03941,44.71908,600.0
2577,-120.03917,45.03139,0.1
3491,-120.035,44.84306,0.1
5762,-120.03306,45.00389,0.1
2435,-120.03222,44.81167,0.12
54,-120.03079,44.87062,0.1
442,-120.03073,44.84225,0.1
2564,-120.03056,44.61944,0.1
1456,-120.03029,44.82791,0.01
4394,-120.03028,45.04222,0.01
2488,-120.03,44.51889,0.1
905,-120.02966,44.56644,0.01
2413,-120.02861,44.52167,0.5
5331,-120.02828,44.8365,0.1
4385,-120.0275,45.02139,0.1
6109,-120.0275,44.48917,0.1
5344,-120.02686,44.99783,0.1
5844,-120.02639,45.00972,0.1
5333,-120.02475,44.89819,0.1
2278,-120.0225,44.86083,0.1
4140,-120.02056,44.5325,0.1
4142,-120.02,44.89833,0.1
5634,-120.01972,44.92222,0.1
49,-120.01751,45.02738,0.5
2590,-120.01444,45.00278,0.3
817,-120.01241,45.02736,0.1
13,-120.01214,44.98439,0.01
2156,-120.01028,44.22639,334.0
6108,-120.00917,44.52,0.1
903,-120.00808,44.61744,0.25
818,-120.00789,45.01686,0.1
3525,-120.00778,44.82278,3.5
3901,-120.00639,44.62806,0.01
5653,-120.00631,44.90803,0.1
3402,-120.00611,45.05472,0.01
4468,-120.00472,44.595,1.7
4630,-120.00361,44.62806,1.8
2993,-120.00361,44.94,0.25
2982,-120.00278,44.89722,0.6
2595,-120.00111,45.0075,0.01
6244,-120.00083,44.50528,0.1
5032,-120.0,44.67889,79.6
5407,-119.99942,44.99683,0.25
2419,-119.99861,44.88444,0.1
541,-119.99827,44.50464,0.25
155,-119.9976,44.59217,0.5
3498,-119.99639,45.01444,0.25
1137,-119.99633,44.87379,0.05
2294,-119.99583,44.57222,55.0
4703,-119.99375,44.64739,0.1
4333,-119.99361,44.99583,0.1
4391,-119.99333,44.85917,0.1
906,-119.99248,44.62828,0.01
4014,-119.99222,45.02833,0.1
3542,-119.99167,44.6,0.25
3316,-119.99139,44.88111,0.25
2126,-119.99139,44.24167,2.0
4834,-119.98972,44.9325,0.25
847,-119.98775,44.9881,6.2
1059,-119.98746,44.59213,752.0
1759,-119.98517,44.86883,0.1
1685,-119.98433,44.59916,4.3
5688,-119.98306,44.90194,0.1
2490,-119.98278,44.65694,0.51
60,-119.98276,44.89871,0.01
2650,-119.9825,44.97611,0.35
4013,-119.98139,44.60722,0.1
2585,-119.98028,44.92028,4.9
138,-119.97802,45.02042,0.1
1678,-119.97666,44.566,0.02
3999,-119.97611,44.62472,0.8
4478,-119.975,44.59056,0.1
5496,-119.97483,44.95758,0.1
1504,-119.97298,45.01316,0.1
173,-119.97234,44.58105,0.25
1054,-119.97224,44.5955,0.23
898,-119.97221,44.59912,0.25
3755,-119.97194,44.6625,0.5
900,-119.97187,44.65406,0.01
3466,-119.97083,44.98556,0.5
3426,-119.97056,44.93667,2.1
2309,-119.96875,44.91742,1.1
2086,-119.96808,44.87781,20.0
3218,-119.9675,44.48083,0.01
5201,-119.9667,44.70872,1.0
3970,-119.96583,44.85111,0.61
3233,-119.96472,44.705,1.5
1304,-119.96308,45.06815,0.8
984,-119.96217,44.58463,0.75
3816,-119.95861,44.86222,0.75
5345,-119.958,45.0571,0.25
407,-119.95705,44.60274,8.0
5872,-119.95639,44.93667,0.15
2977,-119.95417,44.9525,0.5
383,-119.95266,44.95601,0.1
2587,-119.9525,44.72333,61.0
1679,-119.952,44.768,895.0
2575,-119.94,44.70778,0.01
3132,-119.93944,44.8825,0.8
2607,-119.93889,45.065,2.2
3842,-119.93889,45.025,0.36
1799,-119.938,44.7885,200.0
2562,-119.93611,44.70083,0.01
3898,-119.93583,45.03194,0.45
5195,-119.93286,44.50217,0.1
2386,-119.9325,44.70222,0.15
4343,-119.93222,45.0275,13.5
899,-119.93155,44.61377,0.1
4251,-119.93056,45.00139,2.5
4575,-119.93028,44.88111,0.5
3850,-119.925,44.98389,0.1
3826,-119.92444,44.63056,0.01
64,-119.92281,44.94196,0.01
63,-119.92281,44.94196,0.01
3884,-119.91667,44.87972,0.8
6060,-119.91461,44.69789,0.01
4691,-119.91442,44.68528,0.25
3930,-119.91333,44.86722,0.69
371,-119.91281,44.98837,0.5
451,-119.91088,44.73781,5.0
65,-119.90793,44.9388,0.1
3825,-119.90611,44.68028,0.1
2389,-119.90333,44.74,0.2
2600,-119.90167,44.6275,275.0
2912,-119.90167,44.86694,0.1
2369,-119.89556,44.62778,0.01
175,-119.89552,44.72337,0.1
5064,-119.895,44.95028,0.2
3420,-119.89472,44.64778,0.8
3827,-119.89444,44.66194,0.01
4234,-119.89417,44.99444,0.2
3828,-119.89389,44.66444,0.01
4030,-119.89361,44.76472,64.5
2375,-119.89361,44.93083,0.07
2919,-119.89139,44.67667,2.0
4079,-119.88889,44.71167,0.3
2635,-119.88889,44.84,11.8
5681,-119.88778,44.67917,0.31
3833,-119.8875,44.66167,0.25
2909,-119.88667,44.87833,0.24
5845,-119.88444,45.02889,1.4
4614,-119.88306,44.22611,25.5
2923,-119.88056,44.89333,2.3
5525,-119.87889,45.00222,0.25
880,-119.8779,45.00717,0.1
4262,-119.87639,44.87972,1121.55
5409,-119.8725,45.03472,0.1
2891,-119.86833,44.91167,0.25
2025,-119.85983,44.6695,0.1
5499,-119.85333,44.93083,0.1
3922,-119.84917,45.03556,0.25
1967,-119.83917,44.93683,94.0
5445,-119.83439,44.74542,4.83
4022,-119.8275,44.89083,0.1
4201,-119.825,44.45972,0.2
1337,-119.82467,44.44969,0.02
4601,-119.82389,44.63806,21.7
3644,-119.82139,44.22333,27.5
4171,-119.81111,44.90806,0.1
5913,-119.80528,45.02111,0.5
1961,-119.80217,45.04217,0.1
5791,-119.80167,44.75472,1280.0
2267,-119.79478,44.64442,0.1
1652,-119.79333,44.309,0.25
3207,-119.78972,43.83889,0.01
4471,-119.78889,44.62611,0.25
1120,-119.78867,44.42061,0.1
3760,-119.78861,44.6475,0.5
2264,-119.78583,45.09639,150.0
3867,-119.78389,44.72222,25.0
117,-119.78336,45.04127,0.1
5339,-119.7753,44.89611,100.0
591,-119.77317,45.00059,0.1
1469,-119.77304,45.05935,1.3
5162,-119.77303,44.92081,0.1
3245,-119.77222,44.92444,14.0
4613,-119.77056,44.90667,0.1
1935,-119.77033,44.90667,0.01
1149,-119.76853,44.70498,0.6
6248,-119.76694,44.65583,0.1
4025,-119.765,44.89222,3.4
913,-119.76307,45.03003,0.01
4032,-119.76167,45.0825,0.25
2436,-119.75833,45.04361,3.25
1470,-119.75797,45.03,0.5
5340,-119.7556,45.07505,420.0
3056,-119.75556,44.93583,116.37
4063,-119.75556,44.63278,0.01
1076,-119.75398,44.92796,0.1
2104,-119.75389,44.68639,0.5
2911,-119.75028,44.70389,4.3
4154,-119.75028,45.08111,0.5
5442,-119.74972,44.67361,0.1
3939,-119.74972,45.08556,0.1
2412,-119.74917,45.04583,0.02
3847,-119.74889,45.08556,20.3
2285,-119.74806,45.04556,2.4
3933,-119.74583,44.59583,0.1
4526,-119.74472,44.895,0.01
910,-119.74405,44.90281,0.01
2376,-119.74389,45.01889,0.1
6115,-119.74333,44.68556,0.1
1989,-119.74283,45.04333,1.0
534,-119.74223,45.00403,0.1
3856,-119.74056,45.01028,0.5
4077,-119.74028,44.89139,0.1
3935,-119.735,44.62611,0.25
1132,-119.72818,44.60976,23.0
2291,-119.72778,44.66611,17.8
3938,-119.72778,44.63944,0.01
4510,-119.72139,44.99917,0.1
2925,-119.72028,45.05639,166.0
4301,-119.71889,44.57778,55.47
1091,-119.71771,44.74515,3.0
403,-119.71649,45.07313,0.01
5773,-119.71639,44.99472,0.01
2439,-119.71278,45.00194,0.2
4604,-119.71,45.01972,0.7
5721,-119.70917,44.59472,233.0
1335,-119.70657,45.10491,0.25
674,-119.70078,44.82013,0.75
418,-119.70075,45.03703,0.2
3934,-119.69972,44.63083,0.1
911,-119.69875,44.89973,0.2
3642,-119.6975,44.69028,4.6
4429,-119.69389,44.62889,0.1
2416,-119.69278,45.07278,0.5
514,-119.69136,45.08693,5.0
5758,-119.69083,45.06167,0.1
4139,-119.68861,44.68861,0.25
2612,-119.68778,44.60083,0.75
3928,-119.68333,45.01028,0.1
5722,-119.68333,44.62972,5.0
1452,-119.67998,45.04453,0.25
2500,-119.67778,45.06389,0.01
1977,-119.67472,45.05556,0.1
3039,-119.67444,45.0,0.01
3200,-119.67278,44.15167,0.25
1453,-119.67006,45.01866,0.03
677,-119.66656,44.67234,0.08
4476,-119.66139,43.98278,0.1
360,-119.65971,45.01842,0.1
678,-119.65631,44.60553,0.25
1090,-119.65627,44.68701,0.1
1457,-119.65514,45.09046,0.1
1451,-119.65509,45.09408,0.5
1676,-119.65483,44.68266,0.5
3414,-119.65361,44.0325,0.5
2499,-119.65028,44.98139,0.01
6048,-119.65028,44.61861,0.59
5870,-119.64972,44.79556,164.0
684,-119.64957,45.05509,0.02
2096,-119.64556,44.70167,835.0
634,-119.64546,44.78123,0.25
2261,-119.64306,44.71861,2970.0
5880,-119.64083,44.80778,0.1
3352,-119.63694,44.77639,0.01
1242,-119.63552,44.71299,0.01
4594,-119.6275,43.99556,0.1
3537,-119.62667,45.08278,0.5
4506,-119.62639,44.04167,46.5
679,-119.61977,44.80293,0.01
901,-119.61952,45.02583,0.01
1558,-119.61497,43.97221,0.25
328,-119.61432,45.10857,0.02
4311,-119.61306,44.04472,2.5
1680,-119.61266,44.73866,0.1
3346,-119.6075,43.97778,0.01
2097,-119.60556,44.77361,80.0
892,-119.60493,44.0113,0.25
6040,-119.60472,43.605,2630.0
2604,-119.60472,44.75889,213.4
532,-119.60397,45.02991,0.2
517,-119.60389,45.07664,0.5
2494,-119.60361,44.76389,0.1
3383,-119.59833,44.78111,0.01
5659,-119.59833,45.13722,0.75
4093,-119.59778,44.77056,7.5
2917,-119.59417,44.78111,0.5
2304,-119.59417,44.77417,0.05
528,-119.59364,45.0483,0.02
971,-119.58993,44.62793,0.05
4971,-119.5881,44.01762,0.1
2465,-119.58667,44.76167,11.3
1405,-119.58442,44.68342,0.25
5671,-119.58306,44.10194,0.1
5672,-119.58306,44.75028,0.1
3419,-119.58222,44.80361,0.5
4153,-119.58194,44.75167,28.5
2374,-119.57917,44.73722,10.5
2462,-119.57611,44.79167,0.02
2024,-119.57483,44.70717,0.1
696,-119.5741,44.6942,0.05
5639,-119.57361,45.1225,0.1
3932,-119.57139,44.73389,0.2
273,-119.56944,44.71246,1.5
1214,-119.56819,45.09779,0.25
2403,-119.56722,44.05722,0.01
2307,-119.56139,44.91056,6.0
1086,-119.55981,44.83645,0.25
124,-119.55956,44.44191,0.01
4977,-119.55944,43.97806,0.1
1154,-119.55935,44.75184,0.1
4094,-119.55889,44.8075,1.2
1737,-119.55683,44.92,0.01
4162,-119.55556,44.96528,7175.0
4092,-119.55528,44.7675,2.5
2265,-119.55422,44.84311,0.1
952,-119.55418,44.63499,0.25
2014,-119.55383,44.02317,0.1
3356,-119.54972,44.05278,0.1
4514,-119.54806,44.11778,0.01
5982,-119.5475,44.07389,0.1
2634,-119.54639,44.78361,101.26
4310,-119.54583,43.96722,0.1
5448,-119.54583,44.00056,1.5
265,-119.54426,44.489,0.5
4319,-119.54417,43.98222,0.25
1999,-119.54233,44.775,10.0
5482,-119.53917,44.75417,0.1
618,-119.53852,44.65441,0.01
3931,-119.53667,44.82194,3.6
1740,-119.5365,44.7075,0.1
2263,-119.53556,44.77083,22.2
681,-119.53441,44.45254,0.01
270,-119.53372,44.57633,0.25
5861,-119.53,44.03139,2.0
516,-119.52386,44.59096,5.0
2273,-119.52306,44.93111,0.01
2266,-119.52278,44.77028,0.25
26,-119.52269,44.6653,0.01
4457,-119.52222,44.84611,0.1
519,-119.52169,44.60024,0.25
1734,-119.52067,44.7075,0.7
1739,-119.52067,44.70333,0.01
1730,-119.5205,44.72067,5.86
515,-119.51889,44.61641,0.25
4249,-119.5175,44.6025,27.5
1501,-119.51654,45.09069,0.1
22,-119.51569,44.9301,0.15
1402,-119.5142,43.99319,0.01
1326,-119.51333,44.80618,0.02
5759,-119.51333,44.95139,22.0
4384,-119.51222,44.61944,7.9
4928,-119.5119,44.64828,1.0
3512,-119.51139,44.94667,33.6
1305,-119.51074,45.07711,0.03
4425,-119.50972,44.64472,0.5
1047,-119.5088,44.60908,0.5
1981,-119.50733,44.8025,0.1
2443,-119.50611,44.66028,0.1
5360,-119.5061,44.85982,42.0
1005,-119.50594,44.97074,0.5
2313,-119.50583,44.97444,53556.0
361,-119.50533,44.8796,6.0
2776,-119.50417,44.48528,0.25
5804,-119.50333,44.78389,88.1
1058,-119.50332,44.59096,0.25
507,-119.50308,44.52512,0.1
916,-119.50008,44.93768,2.0
2914,-119.5,44.46861,0.25
4254,-119.49972,44.49028,490.8
19,-119.49838,44.58367,0.25
2383,-119.4975,44.48167,1.0
2915,-119.49639,44.88306,23.0
8,-119.49567,44.97427,1.0
881,-119.49546,44.86243,0.01
271,-119.49266,44.54661,0.25
3388,-119.48972,44.82472,0.01
3041,-119.48917,44.91056,0.01
3075,-119.48806,45.12611,0.1
2063,-119.48783,44.10217,0.1
4598,-119.48778,43.9975,0.1
1389,-119.4867,45.14572,0.01
1731,-119.48667,44.63883,0.1
530,-119.48646,45.16036,150.0
4693,-119.48553,44.94336,5.5
1641,-119.48383,44.8675,0.01
2269,-119.48343,44.88354,0.4
5793,-119.48333,44.7375,0.1
179,-119.48325,44.61638,0.75
441,-119.48311,44.64986,5.0
831,-119.48304,44.65348,0.2
624,-119.48262,44.57257,0.1
1760,-119.48167,44.92133,0.02
1642,-119.48133,44.8615,0.5
882,-119.48113,44.86049,15.0
4524,-119.47972,44.10639,0.1
1790,-119.47633,44.79067,1.3
4228,-119.475,44.58722,0.25
3522,-119.47333,44.56639,0.1
1925,-119.47283,44.88,0.1
2001,-119.472,44.6585,0.1
1952,-119.47033,44.65183,0.01
675,-119.46886,44.89885,0.01
4919,-119.46825,44.82311,0.37
4266,-119.46778,44.59194,0.1
834,-119.46768,44.67221,0.25
374,-119.46738,44.71209,0.1
1509,-119.46714,44.7413,3.6
1396,-119.4662,45.13466,0.1
500,-119.4637,44.90243,0.1
1649,-119.4625,44.84733,52.3
680,-119.46249,44.55414,0.01
2092,-119.46028,44.5775,0.1
1791,-119.46,44.79267,0.01
2647,-119.46,44.58528,28.4
2090,-119.45994,44.58144,0.2
47,-119.45664,44.81954,0.01
3496,-119.45556,44.49083,230.0
502,-119.45358,44.89871,0.1
1939,-119.45,44.572,0.1
4143,-119.44972,44.92861,10.1
5724,-119.44972,44.5975,0.1
5654,-119.44972,44.095,0.1
5636,-119.44972,44.55889,0.1
