,Lightning Longitude,Lightning Latitude,Lightning Acres Burned
991,-121.44651,43.4056,0.01
4050,-121.44583,44.37472,0.01
433,-121.44583,44.45709,0.01
2966,-121.44556,44.35139,0.05
4625,-121.44372,43.61281,0.35
4232,-121.44361,42.37944,2.5
4871,-121.44361,44.44444,0.1
6069,-121.44361,44.51,1.6
2794,-121.44278,44.43167,0.25
6082,-121.44222,44.5,0.12
4622,-121.44194,45.68306,0.2
1002,-121.44193,42.91505,0.44
3,-121.44163,44.11098,0.5
3202,-121.44083,43.60667,0.2
4214,-121.44056,44.30972,0.1
3379,-121.44028,43.58278,0.01
2743,-121.44,42.27194,0.01
4782,-121.44,42.26389,0.1
3963,-121.43972,42.11,138.0
5588,-121.43922,43.59214,0.25
2729,-121.43861,44.36472,0.1
2107,-121.43861,44.54722,40.0
2364,-121.43861,44.51667,0.2
2760,-121.43861,44.37556,0.1
2933,-121.43806,44.45111,0.8
2759,-121.43778,44.37806,0.4
3088,-121.4375,42.35472,0.1
1398,-121.437,42.91509,0.1
5683,-121.43667,42.88556,0.1
5809,-121.43583,42.77167,0.1
652,-121.43578,44.4608,2.5
664,-121.43573,44.46768,194.0
836,-121.43566,44.45356,1130.0
2087,-121.4355,43.57233,0.01
1916,-121.435,44.48167,0.06
3111,-121.43472,42.12583,0.2
2959,-121.43472,44.08083,0.2
4213,-121.43472,44.32889,0.1
1749,-121.43417,44.08767,0.01
5180,-121.43342,43.58346,2.75
3317,-121.43278,43.83972,0.05
3488,-121.43222,44.54528,0.5
997,-121.43197,42.84664,0.01
4020,-121.43167,44.54972,0.01
5309,-121.43139,42.22972,0.14
2832,-121.43139,42.13222,0.01
1449,-121.43106,44.44976,2.6
3919,-121.43083,44.52389,154.0
5727,-121.43064,43.44155,0.25
4956,-121.43,42.2675,0.26
3180,-121.42972,42.25583,0.1
6103,-121.42911,44.51111,0.1
5197,-121.42778,44.53917,2175.0
5684,-121.4275,44.3725,0.01
5507,-121.42722,44.11917,0.1
6118,-121.42667,42.22667,8.15
1336,-121.42649,42.77375,0.1
5888,-121.42628,43.4282,0.1
2101,-121.42583,44.36667,0.25
2486,-121.425,44.08056,0.05
4016,-121.425,42.35861,0.23
5896,-121.42444,44.065,0.01
4637,-121.42389,42.09111,0.1
2576,-121.42306,44.07861,0.1
6019,-121.4225,42.35444,72.0
4358,-121.42111,42.085,0.1
5506,-121.42111,44.56472,0.01
5881,-121.42083,42.61583,413744.0
331,-121.42062,44.31864,2.2
1407,-121.42037,43.56141,0.01
6101,-121.42028,44.56666,0.1
3168,-121.42028,43.58167,0.01
1031,-121.42018,43.52149,0.2
1448,-121.42006,44.50363,0.2
1443,-121.42004,44.48538,0.25
2138,-121.41995,42.35878,0.1
4115,-121.41972,42.49972,1.35
2559,-121.41972,42.16389,0.1
4914,-121.41972,42.78556,0.7
3634,-121.41889,42.36278,0.1
4939,-121.41861,42.82667,0.1
2727,-121.41778,44.39417,0.5
671,-121.41681,44.0495,0.1
607,-121.4164,44.11467,0.05
4671,-121.41639,44.13222,0.55
3396,-121.41611,44.14167,0.1
3752,-121.41583,43.42806,0.02
3386,-121.41583,44.13917,0.02
668,-121.41579,43.6654,0.01
1561,-121.41572,44.388,0.1
169,-121.41553,44.36608,93.0
1455,-121.41525,44.47126,4.0
6068,-121.41472,44.58694,278.0
6061,-121.41444,45.65389,0.1
5190,-121.41417,44.54028,0.01
3338,-121.41333,44.45111,0.5
4199,-121.41278,44.33361,0.01
2653,-121.41278,44.38528,12.0
1423,-121.41224,42.87933,0.5
1333,-121.41146,42.75219,0.01
1063,-121.41122,42.39003,0.25
4239,-121.40944,45.65389,0.1
6102,-121.40861,44.52361,0.1
6104,-121.40861,44.52361,0.1
1883,-121.4085,42.84317,0.1
6232,-121.40806,42.22556,0.1
2543,-121.40806,42.51167,0.73
1391,-121.40732,42.90103,0.1
2739,-121.40722,42.43306,0.1
3361,-121.40694,43.40194,1.25
3572,-121.40694,44.49389,0.1
1425,-121.40638,42.77009,0.1
4959,-121.40611,42.4525,0.1
1699,-121.405,45.153,0.1
3002,-121.40444,44.53194,0.5
1767,-121.40333,44.47367,3.8
676,-121.40125,44.05682,0.01
673,-121.40114,44.08201,0.1
661,-121.40067,42.54925,0.25
4217,-121.40028,44.31694,0.01
1446,-121.40028,44.47488,0.2
4940,-121.39972,42.82667,0.1
3172,-121.39972,42.33611,0.05
4296,-121.39972,44.43333,0.13
5191,-121.39972,44.53611,0.01
1896,-121.39917,44.53833,0.1
3987,-121.39889,43.29,0.1
1697,-121.39833,44.10667,0.2
2937,-121.39778,43.49972,0.0
1385,-121.39737,42.89014,0.01
1996,-121.39733,44.53583,0.5
4743,-121.39694,42.33111,0.1
1295,-121.39689,42.79926,0.1
5728,-121.39667,44.0725,0.1
4639,-121.39667,44.48556,0.1
856,-121.39667,42.30587,0.25
672,-121.39629,44.06048,0.01
6258,-121.39592,43.05079,0.6
525,-121.39511,44.46767,0.01
5415,-121.395,44.35722,0.01
4965,-121.39444,42.42806,0.1
5571,-121.39357,43.40364,0.1
873,-121.39195,45.57592,12681.0
4745,-121.39194,42.1175,0.1
662,-121.39177,42.78127,0.25
1430,-121.39131,42.51298,0.1
2574,-121.39111,44.09444,0.1
659,-121.39093,42.55295,0.25
6195,-121.39083,44.47361,0.01
408,-121.39064,43.20072,0.25
1668,-121.39033,43.48683,0.01
2163,-121.3887,42.82368,0.2
3724,-121.38833,42.86444,0.1
5702,-121.3875,42.34833,0.1
2537,-121.38694,42.11444,0.01
1386,-121.38577,43.13896,0.1
3574,-121.38528,44.51278,1337.0
2492,-121.38444,44.10333,0.25
1836,-121.38433,42.7975,0.1
1994,-121.38417,42.8635,0.1
5168,-121.38333,44.13056,0.01
6192,-121.38278,44.57139,0.01
1340,-121.38188,42.79573,1.0
401,-121.38156,45.16304,0.25
1547,-121.38115,44.13632,0.01
1834,-121.3775,42.788,0.01
358,-121.3769,42.78849,0.2
168,-121.37612,44.07845,0.01
479,-121.37592,42.5674,2.0
4581,-121.37583,43.215,0.41
4237,-121.37556,45.64667,0.1
3185,-121.37361,42.315,0.1
1550,-121.37353,44.11651,0.01
4993,-121.37222,42.18583,0.63
2520,-121.37222,42.36417,0.2
1064,-121.37132,42.55291,5.5
3418,-121.36917,44.0925,0.1
3182,-121.36806,42.5725,0.5
2430,-121.36806,43.5575,0.01
207,-121.36712,42.77397,0.25
707,-121.36471,45.58295,0.25
1490,-121.36464,44.38007,0.1
3183,-121.36417,42.55139,0.25
3209,-121.36278,43.505,0.1
2544,-121.36278,42.43083,0.01
164,-121.36253,42.37855,0.01
3104,-121.36222,42.51667,0.1
3723,-121.36194,42.32361,0.1
1015,-121.36179,42.47664,0.1
4811,-121.36167,42.52222,0.1
2249,-121.36086,45.30703,1237.0
800,-121.36075,43.52881,0.02
3215,-121.36028,42.425,0.01
5814,-121.36,42.86944,0.1
1292,-121.35797,42.87207,0.1
1602,-121.3575,42.12333,0.5
1414,-121.35725,42.80305,0.25
1831,-121.35617,42.8425,0.01
3175,-121.35611,42.51583,0.01
167,-121.35606,44.09292,0.05
4842,-121.35592,45.63097,4.5
5859,-121.35537,43.52933,0.1
5592,-121.35528,43.88444,0.01
1827,-121.35517,42.85533,0.1
1592,-121.355,45.61033,0.2
6193,-121.35472,44.56722,10.49
3551,-121.35389,45.53556,4.8
6095,-121.35361,42.10056,0.11
1828,-121.35317,42.86667,0.01
3925,-121.35194,45.52167,11141.06
2532,-121.35194,42.1025,0.1
592,-121.35163,42.55664,0.01
5493,-121.35056,45.155,0.01
4062,-121.34944,45.67778,0.01
2943,-121.34806,42.43694,0.1
1432,-121.34788,42.85381,0.2
1427,-121.34743,42.78125,0.1
5750,-121.34611,43.17528,0.02
714,-121.34588,45.11943,0.01
4357,-121.345,42.76,0.1
5500,-121.34472,45.20944,0.01
4374,-121.34472,43.5425,0.1
1290,-121.34317,42.8466,0.1
1288,-121.34317,42.8466,0.1
5568,-121.34272,43.36625,0.01
86,-121.34234,42.08422,0.25
3370,-121.34222,43.97139,0.1
977,-121.34212,43.97,0.01
3924,-121.34194,45.55472,65.72
2069,-121.34117,42.768,0.01
804,-121.34091,43.54336,0.1
1746,-121.34083,44.12633,0.1
3161,-121.33861,42.07917,0.1
4130,-121.33833,42.77528,0.12
3171,-121.3375,42.0275,0.1
87,-121.33681,42.00476,0.1
435,-121.33676,43.09177,0.1
4422,-121.33583,45.17056,0.1
372,-121.33577,45.1809,0.01
2804,-121.33472,45.24361,0.3
1429,-121.33311,42.33514,0.25
3159,-121.3325,42.07917,0.1
2941,-121.33222,43.37861,0.5
2158,-121.33208,42.90678,0.1
711,-121.33065,45.18094,2.0
3358,-121.32972,42.89889,0.01
4966,-121.32944,42.38472,0.1
4805,-121.32869,43.36497,0.1
1045,-121.32827,42.33858,0.01
3266,-121.32694,45.14556,75.0
2161,-121.3265,42.83933,0.1
2360,-121.32611,44.21528,0.15
3173,-121.32583,42.57222,0.25
1833,-121.32567,42.08733,0.25
5577,-121.325,43.99694,0.01
4619,-121.32306,45.45722,0.01
1871,-121.3225,42.83767,0.2
2802,-121.32222,45.61167,5.1
4363,-121.32056,42.76417,0.12
6021,-121.32,45.20111,0.1
863,-121.31866,42.34947,0.25
6020,-121.31833,45.14585,0.1
5383,-121.31806,42.38806,1.8
4362,-121.31806,42.75083,0.1
5694,-121.31778,42.41583,0.1
4125,-121.31667,42.58611,0.1
5276,-121.31611,43.99056,0.01
399,-121.31516,45.28243,0.25
2979,-121.31472,45.08083,0.01
3156,-121.31417,42.03111,0.1
3163,-121.31333,42.08028,0.1
260,-121.31304,42.58526,0.1
1060,-121.31244,42.57068,0.25
4490,-121.31167,43.03278,2.0
1837,-121.31167,42.87617,0.25
1021,-121.31158,43.15658,0.25
397,-121.31031,45.39077,21.0
1503,-121.31016,45.3438,0.7
3364,-121.30972,42.49806,0.25
3888,-121.30972,45.4,3.1
2519,-121.30944,43.98611,0.02
2116,-121.30939,45.31608,2.78
4528,-121.30917,45.26972,12.2
5498,-121.30822,43.37672,0.01
3923,-121.30778,45.58167,146.56
6257,-121.3077,43.34667,0.6
3298,-121.3075,45.06361,1950.0
476,-121.30747,42.55603,0.01
2396,-121.30639,42.55167,0.5
4616,-121.30528,45.39028,0.01
1413,-121.30416,42.30566,0.1
199,-121.30285,42.40036,0.1
2852,-121.30278,42.41139,0.1
3565,-121.30278,43.32639,0.2
3564,-121.30278,43.32639,0.1
6264,-121.30267,43.37831,0.6
266,-121.30254,42.53791,0.1
2085,-121.302,43.35033,0.25
2530,-121.30139,42.06944,0.1
4878,-121.29972,42.20083,0.1
4123,-121.29972,42.54611,0.25
2819,-121.29972,43.39139,0.1
4652,-121.29694,42.49278,0.1
3259,-121.29667,45.07194,9.0
4945,-121.29667,42.5325,0.1
2531,-121.295,42.09222,0.01
3160,-121.29306,42.49472,0.1
3125,-121.29222,45.37472,0.01
3971,-121.29222,44.54944,0.01
1245,-121.292,43.33369,0.01
4650,-121.29194,42.10528,0.1
4116,-121.29194,42.52389,0.1
4818,-121.29167,44.57333,2.5
5401,-121.28806,42.08861,0.1
3748,-121.28722,43.38028,0.03
2415,-121.28611,42.31167,0.1
5100,-121.28306,42.80833,0.1
5836,-121.28294,43.35783,0.1
1012,-121.28288,42.53431,0.1
6250,-121.2775,43.3,0.6
4623,-121.27583,45.28222,14.64
1433,-121.27488,42.29123,0.1
705,-121.27409,45.32559,0.01
2529,-121.27306,42.83861,0.01
2645,-121.27222,45.34778,0.5
2558,-121.27222,42.33444,0.1
1653,-121.2705,43.12083,6.0
3292,-121.27,45.07417,1200.0
2159,-121.26917,42.74139,49.0
5837,-121.26861,43.99778,0.01
1545,-121.26718,43.21344,0.2
171,-121.26678,43.99534,0.1
1829,-121.26617,42.07217,0.5
1835,-121.266,42.7735,0.01
284,-121.26389,42.80652,0.1
2539,-121.26389,43.33833,0.02
922,-121.26236,43.34587,0.02
1551,-121.26209,43.22429,0.2
5745,-121.26111,43.17389,0.04
2526,-121.26028,42.25028,1.5
2823,-121.26028,42.52611,0.1
350,-121.25916,42.83911,0.01
301,-121.25897,42.80656,0.2
2822,-121.2575,42.52528,0.1
1968,-121.25733,42.55217,0.1
4353,-121.25639,42.50083,0.1
2821,-121.25639,42.55333,0.25
3554,-121.25472,45.54722,4.92
3405,-121.25444,43.98528,0.01
1061,-121.25419,42.50899,0.1
4961,-121.25389,42.40111,0.16
985,-121.25389,42.56335,0.25
474,-121.25382,42.53803,0.1
3093,-121.25361,42.17611,0.1
5382,-121.25,42.4025,0.1
2550,-121.24861,42.16111,0.01
1478,-121.2484,45.35795,0.01
4084,-121.24583,45.28028,85.0
3179,-121.24556,43.99528,0.1
871,-121.24454,42.75206,0.6
2432,-121.24351,42.8,0.25
71,-121.24231,43.24217,0.25
2763,-121.24222,42.78833,0.01
5851,-121.24222,42.41361,0.1
1533,-121.24006,43.30179,0.02
5099,-121.24,42.53972,0.1
1401,-121.23991,44.42925,7.0
2752,-121.23972,42.55917,0.1
295,-121.2395,42.83924,0.01
2898,-121.23889,45.35583,1.8
2893,-121.23889,45.35583,0.15
1728,-121.23767,42.80067,0.2
1539,-121.23756,43.32918,0.02
3637,-121.23528,43.10167,0.1
1020,-121.23462,42.82834,0.23
5705,-121.23417,42.16917,0.1
4499,-121.23389,45.41722,0.01
3911,-121.23389,43.27389,0.1
5426,-121.2325,43.99333,0.01
1426,-121.22986,42.54165,2.0
2143,-121.22833,42.42861,0.1
2153,-121.22809,42.77778,0.1
3569,-121.22778,42.8975,0.2
5185,-121.2275,42.84361,0.1
2144,-121.22715,42.74732,0.1
2820,-121.22694,42.49917,0.1
1033,-121.22691,43.98073,0.01
4498,-121.22556,45.44083,6.82
1788,-121.22517,44.41783,0.05
1029,-121.22506,42.75561,0.25
781,-121.22497,42.83568,0.25
926,-121.22481,42.90856,1.0
4958,-121.22472,42.43917,0.1
1483,-121.22326,43.31793,0.01
5055,-121.2225,42.78306,0.2
5030,-121.2225,42.78306,0.1
4244,-121.2175,42.8475,0.53
670,-121.21517,42.83936,1.8
5119,-121.21139,42.47583,0.1
5387,-121.20889,42.36167,0.75
1830,-121.207,42.309,0.1
1806,-121.20667,42.87517,0.1
3375,-121.20667,42.665,0.5
2002,-121.20617,43.10817,0.25
430,-121.20457,43.00845,0.2
2371,-121.20361,42.82389,0.1
2992,-121.20139,42.46139,0.1
2429,-121.20103,42.80436,0.1
2361,-121.19908,45.54283,0.02
3727,-121.19722,42.46806,11.3
263,-121.19588,42.77383,0.01
4967,-121.19472,42.34472,0.1
1232,-121.19452,43.0766,0.1
2148,-121.19389,42.31528,0.5
4657,-121.19222,42.48167,0.1
2733,-121.19167,42.15639,0.01
4719,-121.19111,42.34861,0.1
4669,-121.19,42.33972,0.1
3089,-121.18917,42.34806,0.1
1535,-121.18868,43.2526,0.01
1601,-121.18616,42.185,1.0
157,-121.18588,42.46186,0.1
477,-121.18586,42.47277,0.25
482,-121.18545,42.69013,1.5
5655,-121.18444,45.29611,19.28
2425,-121.18417,42.83278,0.25
4718,-121.18389,42.34694,0.1
5007,-121.18389,42.34694,0.1
5706,-121.18361,42.675,0.25
5177,-121.18306,42.51167,1.3
4790,-121.18306,42.50722,0.1
3921,-121.18139,45.22667,0.01
6046,-121.17833,42.45361,0.1
5386,-121.17833,42.45028,0.1
4136,-121.17667,43.24306,0.1
1583,-121.17616,42.35316,0.1
539,-121.17118,42.48698,0.1
870,-121.17097,42.72651,0.1
1409,-121.16602,42.67221,1.0
1419,-121.16589,42.69374,0.1
3472,-121.16583,42.20889,0.1
4166,-121.16222,42.665,0.4
2547,-121.16139,43.05972,0.1
1852,-121.15883,42.14717,0.1
1709,-121.15483,42.36683,0.1
3726,-121.15417,42.72472,2.48
2548,-121.15139,42.50167,0.25
786,-121.15132,42.99455,23907.0
2408,-121.15083,42.80806,0.1
243,-121.14761,42.36,0.5
466,-121.14702,42.46916,0.5
1274,-121.13785,42.36006,0.1
1838,-121.13633,42.24017,0.1
2137,-121.13472,42.4925,0.1
6099,-121.13306,42.87472,0.1
486,-121.13162,42.5016,0.25
5319,-121.12611,42.69361,0.1
2724,-121.125,42.80444,0.25
1440,-121.12323,42.21832,8.0
4309,-121.12111,43.055,0.1
2939,-121.12056,42.68917,0.25
4106,-121.11806,42.56139,0.1
203,-121.11712,42.94082,0.25
1839,-121.11683,42.56767,0.25
2528,-121.11361,42.56611,0.1
475,-121.1122,42.50521,0.5
1434,-121.11216,42.58469,0.75
1431,-121.11213,42.58106,0.1
3729,-121.11056,42.905,0.5
2736,-121.11,42.60111,0.1
1805,-121.10833,42.2535,0.1
200,-121.10725,42.54856,0.1
1411,-121.10723,42.58109,0.1
1410,-121.10713,42.59581,1.0
5379,-121.10472,42.41222,0.1
465,-121.10242,42.55583,0.25
1421,-121.10235,42.54859,0.1
1424,-121.10223,42.59583,2.0
1522,-121.09751,42.56658,0.5
2385,-121.09472,42.40667,0.1
7,-121.09309,42.49442,0.1
3728,-121.09167,42.75222,137.0
1869,-121.08967,42.58833,0.1
277,-121.08871,42.4036,0.1
2212,-121.08806,42.54861,0.1
257,-121.08379,42.35613,0.1
459,-121.08277,42.53398,3.0
5098,-121.08,42.37861,0.1
461,-121.07786,42.5592,0.1
775,-121.07784,42.53038,0.1
2077,-121.07417,42.36783,0.1
4686,-121.07361,42.41333,0.1
766,-121.07289,42.58831,0.1
4744,-121.06972,42.37,0.1
421,-121.06795,42.62438,0.1
4895,-121.06222,42.57722,0.1
2807,-121.05944,42.63667,0.2
2136,-121.05917,42.66222,0.1
4415,-121.05917,42.765,0.1
1804,-121.05567,42.55667,0.1
1412,-121.05324,42.56972,0.1
2076,-121.05117,42.39033,0.1
4392,-121.05083,42.58556,0.1
2149,-121.05083,42.66833,0.1
462,-121.0483,42.61716,0.25
658,-121.04329,42.57354,0.5
2549,-121.04278,42.58778,0.1
1809,-121.04233,42.55233,0.5
1840,-121.042,42.32467,0.1
4898,-121.04111,42.23667,0.1
4899,-121.03944,42.54806,0.1
2154,-121.03556,42.29111,1.5
1442,-121.03359,42.53341,0.25
2831,-121.03222,42.34278,0.44
3978,-121.02917,42.35028,0.1
4424,-121.02917,42.46667,0.1
5862,-121.02861,42.62083,1.5
2238,-121.02806,42.28917,0.1
4905,-121.02611,42.51611,0.1
724,-121.02549,42.92259,62644.0
1028,-121.02377,42.83874,0.1
4954,-121.02167,42.28278,0.2
2089,-121.01883,42.208,0.1
3228,-121.01611,42.24722,0.25
783,-121.01607,42.24718,1.0
1357,-121.01523,42.01079,1.1
772,-121.01439,42.51528,0.1
2718,-121.01194,42.24611,0.1
4947,-121.01056,42.56222,0.1
4896,-121.01,42.34028,0.1
4135,-121.00583,42.83472,0.4
4021,-121.0025,42.56667,0.1
4955,-121.00222,42.36611,0.1
656,-121.00097,42.21073,0.75
797,-121.00051,42.46484,0.1
5670,-121.0,43.0,0.1
4647,-120.99611,42.99333,1.0
852,-120.99566,42.26857,0.1
924,-120.9955,43.01502,0.1
3217,-120.99222,42.27806,0.1
2079,-120.99167,42.35967,0.1
6076,-120.99139,42.92556,0.26
872,-120.99096,42.48296,0.1
5695,-120.98861,42.3725,0.1
1849,-120.9885,42.35867,0.1
4952,-120.9875,42.34472,0.1
1657,-120.98733,42.059,2.5
5751,-120.98639,42.6925,0.1
3222,-120.98583,42.29944,0.1
455,-120.98481,42.90131,0.1
4806,-120.98417,42.21389,0.2
4982,-120.98306,42.31333,1702.0
4942,-120.97833,42.49667,0.1
5380,-120.97778,42.46889,0.1
4885,-120.97417,42.42278,0.1
1437,-120.97084,42.4646,0.1
3478,-120.96917,42.08417,0.01
4361,-120.96889,42.29306,0.1
757,-120.96851,42.23059,0.1
4984,-120.96806,42.665,0.24
667,-120.96589,42.07651,0.25
1239,-120.96072,42.81429,0.1
2836,-120.96056,42.44417,0.1
1565,-120.96027,42.03322,0.1
4018,-120.96,44.46028,0.01
4024,-120.96,42.21778,0.1
2394,-120.95944,42.945,0.25
3169,-120.95611,42.79694,0.4
3481,-120.95361,42.50694,0.1
1664,-120.95233,42.00366,1.6
1803,-120.95167,42.3075,8.0
967,-120.95146,42.27564,0.1
1656,-120.95133,42.10383,0.25
2848,-120.94972,44.43028,0.1
2402,-120.94944,42.92611,0.1
2293,-120.94944,44.55389,965.0
3165,-120.94944,42.22111,0.1
2142,-120.94889,42.28861,0.1
2164,-120.94667,42.48361,0.1
1238,-120.94599,42.82893,0.1
5341,-120.94528,44.54972,359.5
4133,-120.94306,42.84167,0.2
5895,-120.94083,42.34472,0.1
5170,-120.94083,42.51972,2.1
4953,-120.93972,42.55083,0.1
1689,-120.9375,42.77483,0.1
4393,-120.93389,42.76694,0.25
1532,-120.931,42.79614,0.1
1748,-120.93033,44.444,0.2
3469,-120.93028,42.50444,0.1
2135,-120.92972,42.36111,0.1
4748,-120.92861,42.75111,0.1
2806,-120.92833,42.51194,0.1
546,-120.9273,42.23234,0.1
5704,-120.92667,44.41139,0.1
1637,-120.92433,42.42666,0.1
4970,-120.92167,42.41556,0.1
966,-120.92158,42.03701,2.3
1237,-120.92124,42.76345,0.1
1356,-120.92026,44.44586,0.1
1324,-120.92023,44.46363,0.01
4572,-120.92,42.22861,0.1
4937,-120.91861,42.42389,0.1
1428,-120.9151,42.72386,2.0
1053,-120.91397,42.54243,0.75
2393,-120.91222,42.28278,0.1
2250,-120.91167,44.43917,0.02
3162,-120.91,42.25222,0.1
5703,-120.90972,44.42528,4.0
5532,-120.90889,42.05833,0.25
968,-120.90752,42.26115,0.1
5124,-120.9075,42.86528,0.1
1303,-120.89492,44.49256,0.25
2907,-120.89444,42.74472,0.1
1439,-120.89289,42.22503,0.1
2833,-120.89056,42.19667,0.2
3197,-120.89,42.75778,0.25
1597,-120.89,42.83616,0.1
115,-120.88812,42.40273,0.1
2974,-120.88778,44.49083,0.02
2952,-120.8875,44.505,0.02
1323,-120.88699,42.87961,0.1
864,-120.88562,42.71288,0.1
2259,-120.88333,44.4375,0.01
6113,-120.88306,42.83306,0.1
1294,-120.88191,42.85423,0.1
897,-120.87984,44.46376,0.1
2409,-120.87806,42.33444,0.1
2589,-120.87611,44.50917,0.1
4191,-120.87583,44.50944,0.1
1133,-120.87496,44.53236,0.1
420,-120.8734,42.22501,0.1
3521,-120.87306,44.46139,0.1
2251,-120.86611,44.43583,0.05
1384,-120.8648,44.4783,0.1
6058,-120.8623,44.4425,0.1
1341,-120.85957,44.44572,0.01
4866,-120.85917,44.42944,0.1
1019,-120.85899,42.39703,0.1
5423,-120.85583,42.38222,1.3
3335,-120.85139,44.49444,0.01
3372,-120.845,44.50917,0.1
4826,-120.84472,44.4525,0.1
1774,-120.84117,44.55117,1.6
2953,-120.84111,44.50306,0.1
6034,-120.84111,42.10333,10578.0
4004,-120.84111,44.50583,0.01
4414,-120.84028,44.53,0.1
1481,-120.83967,44.47464,0.1
830,-120.83944,44.48923,0.25
5320,-120.83944,42.99722,0.1
1543,-120.83918,44.42411,0.01
5696,-120.8375,42.37417,0.15
1139,-120.83678,44.52677,0.01
4734,-120.83306,42.10667,0.1
5200,-120.83125,44.48514,0.9
5464,-120.82944,44.39778,5.2
3010,-120.82917,44.61167,0.75
3198,-120.82611,44.42806,0.1
1250,-120.82464,42.03663,0.1
4836,-120.82417,44.47611,0.4
2956,-120.82333,44.55278,2.0
5466,-120.82333,44.40472,0.78
4144,-120.82111,44.36972,0.1
2960,-120.82083,44.55806,1.3
1383,-120.81979,44.56073,0.1
3376,-120.81944,44.56,0.1
1761,-120.8165,44.38467,0.01
2594,-120.81556,44.44167,0.01
2593,-120.81417,44.46389,0.1
6119,-120.81333,44.57889,7.5
2295,-120.8125,44.61667,176.0
2109,-120.81083,44.593,0.7
780,-120.81007,42.01842,185.0
174,-120.80894,44.44211,0.1
5325,-120.80611,44.305,0.1
1672,-120.80583,44.54033,0.1
3576,-120.80139,42.11167,93071.0
1889,-120.80067,44.57583,0.1
4529,-120.80028,44.47167,4.4
6112,-120.79861,44.39583,0.1
1894,-120.79833,44.51983,0.1
6110,-120.79528,44.4425,0.01
4979,-120.79472,41.99694,45690.0
1039,-120.79352,42.9455,0.1
1164,-120.78855,44.41321,0.01
3563,-120.78778,42.02833,0.1
751,-120.78335,42.74877,35779.0
5105,-120.78306,42.44194,782.0
1687,-120.7825,44.38683,0.1
1888,-120.78167,44.58267,0.1
1085,-120.77976,44.57888,0.01
2253,-120.77958,44.55214,0.1
1887,-120.7795,44.54633,0.1
1301,-120.77944,44.54265,0.01
4768,-120.77917,44.5525,0.5
1157,-120.77888,44.51734,0.01
1683,-120.77616,44.41316,0.25
17,-120.77411,44.52456,0.01
3640,-120.77167,42.57056,0.3
691,-120.77018,42.36031,0.1
1769,-120.76833,44.58833,0.4
3815,-120.76806,44.47278,0.1
2279,-120.76639,44.54694,21.8
1125,-120.76486,44.59686,0.01
5381,-120.76167,42.47417,0.1
2638,-120.75972,44.54417,0.1
2958,-120.75917,44.48639,1.5
458,-120.75882,42.72696,0.2
1492,-120.75399,44.51752,0.01
460,-120.75388,42.71973,0.1
456,-120.75385,42.7306,0.2
2050,-120.75217,44.62367,0.4
1884,-120.75067,44.54417,0.1
4003,-120.75028,44.47889,0.01
1482,-120.74888,44.46712,0.01
2995,-120.74806,44.40139,1.7
5582,-120.74472,42.01861,0.1
2404,-120.74194,42.36194,0.1
537,-120.74064,42.22918,0.1
4880,-120.73917,44.36556,0.1
1488,-120.73893,44.53193,0.1
902,-120.73892,44.52831,0.1
2401,-120.73658,44.31117,0.01
5,-120.73577,42.22919,0.1
3380,-120.73444,44.35222,29.0
177,-120.73437,44.62557,0.2
610,-120.73397,44.58617,2.5
2972,-120.73389,44.49611,0.1
1802,-120.73333,42.22533,0.1
6222,-120.7325,44.37028,0.1
178,-120.72923,44.60763,0.25
1084,-120.72896,44.54627,0.1
688,-120.72875,42.36181,0.1
2605,-120.72583,44.48806,1.41
4078,-120.72583,44.58028,0.2
2583,-120.72389,44.60667,0.1
5849,-120.72194,44.25556,0.25
2139,-120.71861,42.705,0.1
3417,-120.71722,44.35667,134.0
2643,-120.71694,44.56806,0.3
384,-120.71399,44.57177,0.01
3026,-120.71361,42.51028,0.1
2140,-120.71333,42.71111,0.1
5149,-120.71167,44.57889,57.0
1513,-120.70934,42.36546,0.1
4112,-120.70889,42.25083,0.1
822,-120.70852,44.60062,0.01
3024,-120.70833,42.17583,0.1
452,-120.70621,42.26567,0.1
2954,-120.70611,44.33278,11.5
2637,-120.70472,44.59139,0.25
5166,-120.70389,44.57472,0.1
4881,-120.70361,44.38306,0.1
1632,-120.7025,42.235,0.25
925,-120.70125,42.24026,0.1
1766,-120.69833,44.59717,0.1
4636,-120.69556,42.52167,0.1
3952,-120.69528,42.26611,0.1
2791,-120.69444,44.25361,0.1
3003,-120.69278,44.38611,1.05
3284,-120.6925,44.38833,0.25
463,-120.69052,42.01689,0.25
1272,-120.69051,42.01327,0.25
1235,-120.69018,42.58295,0.1
2041,-120.68917,42.33633,0.1
2561,-120.68778,44.37056,0.1
1736,-120.68583,44.35717,0.1
3005,-120.68528,44.37917,0.1
2830,-120.68472,42.12472,0.1
2614,-120.68444,44.58611,0.01
5376,-120.68306,42.12194,0.1
2899,-120.68111,44.25194,0.3
3135,-120.68083,42.22639,0.1
1013,-120.68036,42.63698,0.1
3305,-120.68028,44.36,0.4
5414,-120.67972,44.3675,0.1
4973,-120.67778,42.54889,0.1
5186,-120.67722,44.34583,0.1
4211,-120.67083,44.31889,0.01
5164,-120.66919,44.58158,0.96
3519,-120.66639,44.57167,0.1
325,-120.66549,42.48554,0.1
2761,-120.66472,42.0125,0.1
3157,-120.66417,42.49361,0.1
3431,-120.66389,44.58417,14.4
